"Template_ID","Spike_Index","Time_u"
"TPL_001",1,0
"TPL_001",2,1.45949318762263
"TPL_001",3,2.44241022712844
"TPL_001",4,3.54435267140608
"TPL_001",5,4.67419755581517
"TPL_001",6,5.44388703464149
"TPL_001",7,6.44666416772436
"TPL_001",8,7.7697198222472
"TPL_001",9,8.71891559175537
"TPL_001",10,9.37094189405822
"TPL_001",11,10.7474661462746
"TPL_001",12,11.9906216507448
"TPL_001",13,12.8257610398382
"TPL_001",14,15.9670527160205
"TPL_001",15,16.5218306627834
"TPL_001",16,16.9947914008116
"TPL_001",17,17.4032088138732
"TPL_001",18,17.7853224594544
"TPL_001",19,18.2808235951493
"TPL_001",20,18.7175825909002
"TPL_001",21,19.1458863114799
"TPL_001",22,19.8337383535202
"TPL_001",23,20.3399294665071
"TPL_001",24,20.8065139138035
"TPL_001",25,21.2576677553223
"TPL_001",26,21.6425893617706
"TPL_001",27,22.0754504608222
"TPL_001",28,22.5229883801653
"TPL_001",29,22.9194464718193
"TPL_001",30,23.418889242705
"TPL_001",31,26.2868653535061
"TPL_001",32,28.6735463044755
"TPL_001",33,28.9743943442062
"TPL_001",34,29.48301812944
"TPL_001",35,30.2215437656862
"TPL_001",36,31.0547532100773
"TPL_001",37,31.4356865764681
"TPL_001",38,31.7098797779312
"TPL_001",39,31.8791027077891
"TPL_001",40,32.0471790575168
"TPL_001",41,32.6704756078963
"TPL_001",42,32.8172670206105
"TPL_001",43,32.9429182499987
"TPL_001",44,33.1420226223454
"TPL_001",45,33.2408733093307
"TPL_001",46,33.3696291170062
"TPL_001",47,33.5774574652034
"TPL_001",48,34.334285162823
"TPL_001",49,35.0045538606723
"TPL_001",50,35.2682449455443
"TPL_001",51,35.6725294044779
"TPL_001",52,36.6001193505121
"TPL_001",53,37.6295931788297
"TPL_001",54,38.2825090660797
"TPL_001",55,38.8540630535119
"TPL_001",56,38.9968740308605
"TPL_001",57,39.2613343037434
"TPL_001",58,39.3326481461342
"TPL_001",59,39.4493492989666
"TPL_001",60,39.571727321466
"TPL_001",61,39.6641866719618
"TPL_001",62,40.4545353556384
"TPL_001",63,41.1009452633978
"TPL_001",64,42.0762141064265
"TPL_001",65,42.4126928193359
"TPL_001",66,42.9344264076639
"TPL_001",67,43.3561956175051
"TPL_001",68,43.7111350976953
"TPL_001",69,44.4289131475466
"TPL_001",70,44.8750324013256
"TPL_001",71,45.120248531633
"TPL_001",72,45.3133821605099
"TPL_001",73,45.510381368721
"TPL_001",74,45.8426769857594
"TPL_001",75,46.5704706361119
"TPL_001",76,46.7428105539802
"TPL_001",77,47.0990911934685
"TPL_001",78,47.3633712080116
"TPL_001",79,47.5808055940921
"TPL_001",80,48.1314595888017
"TPL_001",81,48.2251020339517
"TPL_001",82,48.6838226497263
"TPL_001",83,49.0484452762753
"TPL_001",84,49.4908295918233
"TPL_001",85,49.6338806560048
"TPL_001",86,49.6976331014678
"TPL_001",87,50.6430515835706
"TPL_001",88,51.8847260243601
"TPL_001",89,52.2632675040432
"TPL_001",90,52.478395699658
"TPL_001",91,52.7776892643853
"TPL_001",92,52.9559078031143
"TPL_001",93,53.4074075670914
"TPL_001",94,53.7635904514302
"TPL_001",95,54.1323536107515
"TPL_001",96,54.4900157145063
"TPL_001",97,54.539471915175
"TPL_001",98,54.6932181096314
"TPL_001",99,54.778714449858
"TPL_001",100,54.8745680120655
"TPL_001",101,54.979739902121
"TPL_001",102,55.1080732309628
"TPL_001",103,55.3135680484606
"TPL_001",104,55.5806322685059
"TPL_001",105,55.9052055446387
"TPL_001",106,56.170789263602
"TPL_001",107,56.4907986872629
"TPL_001",108,56.7513355129697
"TPL_001",109,56.8440469604777
"TPL_001",110,57.0764811532598
"TPL_001",111,57.5566777958233
"TPL_001",112,57.8812471683065
"TPL_001",113,58.1432127193976
"TPL_001",114,58.398773226877
"TPL_001",115,58.7180105984317
"TPL_001",116,58.9865147180492
"TPL_001",117,59.0914650309211
"TPL_001",118,62.628301259953
"TPL_001",119,62.9766079893777
"TPL_001",120,63.582374856116
"TPL_001",121,64.2986184750535
"TPL_001",122,64.6416905664974
"TPL_001",123,65.0492507712296
"TPL_001",124,65.2360143373388
"TPL_001",125,65.5349884177087
"TPL_001",126,65.9571706003074
"TPL_001",127,66.2834797599162
"TPL_001",128,66.9892019821853
"TPL_001",129,67.160719408907
"TPL_001",130,67.2147920137722
"TPL_001",131,67.2971505479673
"TPL_001",132,67.4680532261252
"TPL_001",133,67.6405343422774
"TPL_001",134,67.7248948078118
"TPL_001",135,67.7961496791884
"TPL_001",136,67.8917296950478
"TPL_001",137,68.3200713103221
"TPL_001",138,68.7176169606447
"TPL_001",139,68.9547071338879
"TPL_001",140,69.2165616332613
"TPL_001",141,69.3257923973774
"TPL_001",142,69.8740327228781
"TPL_001",143,70.051596399473
"TPL_001",144,70.5657119326657
"TPL_001",145,71.0172538685231
"TPL_001",146,71.4426379830085
"TPL_001",147,71.7576670788179
"TPL_001",148,72.1402050214518
"TPL_001",149,72.6859188946155
"TPL_001",150,72.9783928135069
"TPL_001",151,73.2165632512532
"TPL_001",152,73.7933070268073
"TPL_002",1,0
"TPL_002",2,0.358566675110048
"TPL_002",3,0.663824010399773
"TPL_002",4,1.08999111123275
"TPL_002",5,1.52317717168314
"TPL_002",6,1.94653873367697
"TPL_002",7,2.19929402743937
"TPL_002",8,2.47763021757378
"TPL_002",9,2.98595760672415
"TPL_002",10,3.16273092624883
"TPL_002",11,3.52304409199035
"TPL_002",12,3.82217449997671
"TPL_002",13,4.26213815783154
"TPL_002",14,4.52848117683378
"TPL_002",15,4.80284154146216
"TPL_002",16,5.11874668353559
"TPL_002",17,5.57099330681869
"TPL_002",18,5.90899792930922
"TPL_002",19,6.22637689775734
"TPL_002",20,6.47589680486633
"TPL_002",21,6.66818926675433
"TPL_002",22,6.87783174715093
"TPL_002",23,7.06561719032484
"TPL_002",24,7.29060180750787
"TPL_002",25,7.64511324303056
"TPL_002",26,8.15945611935399
"TPL_002",27,8.65826279538996
"TPL_002",28,9.03816407490253
"TPL_002",29,9.53638583912044
"TPL_002",30,9.89972312498831
"TPL_002",31,10.0971058338541
"TPL_002",32,10.4036592234531
"TPL_002",33,10.9810139817427
"TPL_002",34,11.370374326125
"TPL_002",35,11.5445285535238
"TPL_002",36,11.8926963776239
"TPL_002",37,12.2534741472787
"TPL_002",38,12.6003932432223
"TPL_002",39,13.3136738058493
"TPL_002",40,13.4857451056625
"TPL_002",41,13.6364985087216
"TPL_002",42,13.7327203815423
"TPL_002",43,14.0639299760445
"TPL_002",44,14.1767972691845
"TPL_002",45,14.5172969570356
"TPL_002",46,15.0411595209701
"TPL_002",47,15.5095226518991
"TPL_002",48,16.2033438335056
"TPL_002",49,17.2561805277762
"TPL_002",50,17.9738281537255
"TPL_002",51,18.1106000936994
"TPL_002",52,18.3223273874375
"TPL_002",53,18.6459551006877
"TPL_002",54,18.8578081019141
"TPL_002",55,19.1156765379868
"TPL_002",56,19.4162481907429
"TPL_002",57,19.5857557085684
"TPL_002",58,19.7826139239316
