"Sample_ID","Spike_Index","Time_s"
"S0001",1,0
"S0001",2,0.1814307723121
"S0001",3,0.34333250552412
"S0001",4,0.551752423221088
"S0001",5,0.719673334049461
"S0001",6,0.900834125807021
"S0001",7,1.07480627368948
"S0001",8,1.25430601783313
"S0001",9,1.43893395522452
"S0001",10,1.60672413878713
"S0001",11,1.78693336496951
"S0001",12,1.97804912987059
"S0001",13,2.18287752225249
"S0001",14,2.34585828279286
"S0001",15,4.28173137740373
"S0001",16,4.51273353415627
"S0001",17,4.72116031968801
"S0001",18,4.85900167004209
"S0001",19,5.44294755999562
"S0001",20,5.63745399001588
"S0001",21,5.74244737803982
"S0001",22,5.90014201300757
"S0001",23,6.09254340056139
"S0001",24,6.19691449296618
"S0001",25,6.35575891668007
"S0001",26,6.51222160377999
"S0001",27,6.6099056338106
"S0001",28,6.69466481063176
"S0001",29,6.7337082579061
"S0001",30,6.76726088322811
"S0001",31,6.84437458976329
"S0001",32,6.89539815163613
"S0001",33,6.94640370747525
"S0001",34,7.14081796233061
"S0001",35,7.20664339255229
"S0001",36,7.27056895546749
"S0001",37,7.31632365997403
"S0001",38,7.34695401851011
"S0001",39,7.38137752601352
"S0001",40,7.401981763023
"S0001",41,7.44773527436474
"S0001",42,7.58348493730206
"S0001",43,8.01515417258283
"S0001",44,8.15984332436548
"S0001",45,8.39712953316334
"S0001",46,8.6921848689778
"S0001",47,8.89394610024694
"S0001",48,8.96173324542957
"S0001",49,9.12806011210491
"S0001",50,9.24835466518875
"S0001",51,9.3220464316259
"S0001",52,9.65588750806851
"S0001",53,9.76422030344388
"S0001",54,9.96324772588495
"S0001",55,10.0840405538209
"S0001",56,10.1831889648075
"S0001",57,10.2023568955611
"S0001",58,10.229500732946
"S0001",59,10.2635689937111
"S0001",60,10.29954349363
"S0001",61,10.3176113111953
"S0001",62,10.3611558136009
"S0001",63,10.392837475673
"S0001",64,10.5412965183753
"S0001",65,10.6186413094216
"S0001",66,10.7777346213833
"S0001",67,10.8337929796102
"S0001",68,10.9598451100039
"S0001",69,11.2716314622674
"S0001",70,11.5309444065482
"S0001",71,11.6413488115273
"S0001",72,11.8723448370727
"S0001",73,11.9826178664294
"S0001",74,12.1357011527931
