"Template_ID","Contextual_Separator_ID","Start_u","End_u","Duration_u","Sample_ID","Scale_Factor","B_s","Workbook_Batch","Split","Template_Duration_u","Recording_Duration_s","Start_s","End_s","Duration_s"
"TPL_001","TPL_001_SEPARATOR_001",18.0571513647342,18.619507071622,0.562355706887834,"S0015",1,0.1,"Batch_C","development",55.4215189590178,5.54215189590178,1.80571513647342,1.8619507071622,0.0562355706887834
"TPL_001","TPL_001_SEPARATOR_001",18.0571513647342,18.619507071622,0.562355706887834,"S0056",4,0.4,"Batch_A","development",55.4215189590178,22.1686075836071,7.22286054589366,7.44780282864879,0.224942282755133
"TPL_001","TPL_001_SEPARATOR_001",18.0571513647342,18.619507071622,0.562355706887834,"S0007",10,1,"Batch_B","development",55.4215189590178,55.4215189590178,18.0571513647342,18.619507071622,0.562355706887834
"TPL_002","TPL_002_SEPARATOR_001",33.9432923620078,34.5681296938542,0.624837331846356,"S0030",1,0.1,"Batch_C","development",52.1441900267807,5.21441900267807,3.39432923620078,3.45681296938542,0.0624837331846356
"TPL_002","TPL_002_SEPARATOR_001",33.9432923620078,34.5681296938542,0.624837331846356,"S0006",4,0.4,"Batch_A","development",52.1441900267807,20.8576760107123,13.5773169448031,13.8272518775417,0.249934932738543
"TPL_002","TPL_002_SEPARATOR_001",33.9432923620078,34.5681296938542,0.624837331846356,"S0044",10,1,"Batch_B","development",52.1441900267807,52.1441900267807,33.9432923620078,34.5681296938542,0.624837331846356
"TPL_003","TPL_003_SEPARATOR_001",34.4226938060894,35.0309840098438,0.608290203754321,"S0040",10,1,"Batch_B","development",49.3540147198661,49.3540147198661,34.4226938060894,35.0309840098438,0.608290203754321
"TPL_003","TPL_003_SEPARATOR_001",34.4226938060894,35.0309840098438,0.608290203754321,"S0058",1,0.1,"Batch_C","development",49.3540147198661,4.93540147198661,3.44226938060894,3.50309840098438,0.0608290203754321
"TPL_003","TPL_003_SEPARATOR_001",34.4226938060894,35.0309840098438,0.608290203754321,"S0049",4,0.4,"Batch_A","development",49.3540147198661,19.7416058879464,13.7690775224358,14.0123936039375,0.243316081501728
"TPL_004","TPL_004_SEPARATOR_001",25.6417785721609,26.1615497471542,0.519771174993366,"S0011",1,0.1,"Batch_C","development",48.2227308084958,4.82227308084958,2.56417785721609,2.61615497471542,0.0519771174993366
"TPL_004","TPL_004_SEPARATOR_001",25.6417785721609,26.1615497471542,0.519771174993366,"S0014",4,0.4,"Batch_A","development",48.2227308084958,19.2890923233983,10.2567114288643,10.4646198988617,0.207908469997346
"TPL_004","TPL_004_SEPARATOR_001",25.6417785721609,26.1615497471542,0.519771174993366,"S0055",10,1,"Batch_B","development",48.2227308084958,48.2227308084958,25.6417785721609,26.1615497471542,0.519771174993366
"TPL_005","TPL_005_SEPARATOR_001",51.2886562711455,51.7460409886565,0.457384717511013,"S0052",4,0.4,"Batch_A","development",52.2608676450793,20.9043470580317,20.5154625084582,20.6984163954626,0.182953887004405
"TPL_005","TPL_005_SEPARATOR_001",51.2886562711455,51.7460409886565,0.457384717511013,"S0009",10,1,"Batch_B","development",52.2608676450793,52.2608676450793,51.2886562711455,51.7460409886565,0.457384717511013
"TPL_005","TPL_005_SEPARATOR_001",51.2886562711455,51.7460409886565,0.457384717511013,"S0028",1,0.1,"Batch_C","development",52.2608676450793,5.22608676450793,5.12886562711455,5.17460409886565,0.0457384717511013
