"Template_ID","Borderline_Gap_ID","Run_ID","Secondary_Label","Primary_Event_Label","Start_u","End_u","Duration_u","N_ISIs","N_Boundary_Spikes","Canonical_Pause_Truth","Secondary_Event_Subtype","Product_Level_Mapping","Secondary_Scoring_Role","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s"
"TPL_001","TPL_001_BORDERLINE_001","TPL_001_RUN_012","Borderline_Gap","none",50.6430515835706,51.8847260243601,1.2416744407895,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0015",1,0.1,"development",5.06430515835707,5.18847260243601,0.12416744407895
"TPL_001","TPL_001_BORDERLINE_001","TPL_001_RUN_012","Borderline_Gap","none",50.6430515835706,51.8847260243601,1.2416744407895,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0056",4,0.4,"development",20.2572206334283,20.7538904097441,0.496669776315801
"TPL_001","TPL_001_BORDERLINE_001","TPL_001_RUN_012","Borderline_Gap","none",50.6430515835706,51.8847260243601,1.2416744407895,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0007",10,1,"development",50.6430515835706,51.8847260243601,1.2416744407895
"TPL_002","TPL_002_BORDERLINE_001","TPL_002_RUN_009","Borderline_Gap","none",47.3130818012021,48.6290048413365,1.31592304013437,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0030",1,0.1,"development",4.73130818012021,4.86290048413365,0.131592304013437
"TPL_002","TPL_002_BORDERLINE_001","TPL_002_RUN_009","Borderline_Gap","none",47.3130818012021,48.6290048413365,1.31592304013437,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0006",4,0.4,"development",18.9252327204809,19.4516019365346,0.526369216053747
"TPL_002","TPL_002_BORDERLINE_001","TPL_002_RUN_009","Borderline_Gap","none",47.3130818012021,48.6290048413365,1.31592304013437,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0044",10,1,"development",47.3130818012021,48.6290048413365,1.31592304013437
"TPL_003","TPL_003_BORDERLINE_001","TPL_003_RUN_017","Borderline_Gap","none",67.9460023974566,69.057993639592,1.11199124213541,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0058",1,0.1,"development",6.79460023974566,6.9057993639592,0.111199124213541
"TPL_003","TPL_003_BORDERLINE_001","TPL_003_RUN_017","Borderline_Gap","none",67.9460023974566,69.057993639592,1.11199124213541,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0049",4,0.4,"development",27.1784009589826,27.6231974558368,0.444796496854164
"TPL_003","TPL_003_BORDERLINE_001","TPL_003_RUN_017","Borderline_Gap","none",67.9460023974566,69.057993639592,1.11199124213541,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0040",10,1,"development",67.9460023974566,69.057993639592,1.11199124213541
"TPL_004","TPL_004_BORDERLINE_001","TPL_004_RUN_004","Borderline_Gap","none",21.7122370693582,22.6448389862181,0.932601916859858,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0011",1,0.1,"development",2.17122370693582,2.26448389862181,0.0932601916859858
"TPL_004","TPL_004_BORDERLINE_001","TPL_004_RUN_004","Borderline_Gap","none",21.7122370693582,22.6448389862181,0.932601916859858,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0014",4,0.4,"development",8.68489482774329,9.05793559448724,0.373040766743943
"TPL_004","TPL_004_BORDERLINE_001","TPL_004_RUN_004","Borderline_Gap","none",21.7122370693582,22.6448389862181,0.932601916859858,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0055",10,1,"development",21.7122370693582,22.6448389862181,0.932601916859858
"TPL_005","TPL_005_BORDERLINE_001","TPL_005_RUN_001","Borderline_Gap","none",0,0.969133212284651,0.969133212284651,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0028",1,0.1,"development",0,0.0969133212284651,0.0969133212284651
"TPL_005","TPL_005_BORDERLINE_001","TPL_005_RUN_001","Borderline_Gap","none",0,0.969133212284651,0.969133212284651,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0052",4,0.4,"development",0,0.38765328491386,0.38765328491386
"TPL_005","TPL_005_BORDERLINE_001","TPL_005_RUN_001","Borderline_Gap","none",0,0.969133212284651,0.969133212284651,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0009",10,1,"development",0,0.969133212284651,0.969133212284651
"TPL_006","TPL_006_BORDERLINE_001","TPL_006_RUN_006","Borderline_Gap","none",28.1958532098415,29.31878867607,1.12293546622852,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0045",1,0.1,"holdout",2.81958532098415,2.931878867607,0.112293546622852
"TPL_006","TPL_006_BORDERLINE_001","TPL_006_RUN_006","Borderline_Gap","none",28.1958532098415,29.31878867607,1.12293546622852,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0035",4,0.4,"holdout",11.2783412839366,11.727515470428,0.449174186491408
"TPL_006","TPL_006_BORDERLINE_001","TPL_006_RUN_006","Borderline_Gap","none",28.1958532098415,29.31878867607,1.12293546622852,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0004",10,1,"holdout",28.1958532098415,29.31878867607,1.12293546622852
"TPL_007","TPL_007_BORDERLINE_001","TPL_007_RUN_011","Borderline_Gap","none",45.670092780288,46.8288088844187,1.15871610413073,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0059",1,0.1,"holdout",4.5670092780288,4.68288088844187,0.115871610413073
"TPL_007","TPL_007_BORDERLINE_001","TPL_007_RUN_011","Borderline_Gap","none",45.670092780288,46.8288088844187,1.15871610413073,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0041",4,0.4,"holdout",18.2680371121152,18.7315235537675,0.463486441652291
"TPL_007","TPL_007_BORDERLINE_001","TPL_007_RUN_011","Borderline_Gap","none",45.670092780288,46.8288088844187,1.15871610413073,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0043",10,1,"holdout",45.670092780288,46.8288088844187,1.15871610413073
"TPL_008","TPL_008_BORDERLINE_001","TPL_008_RUN_004","Borderline_Gap","none",12.1475041751052,13.607368899989,1.45986472488381,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0026",1,0.1,"holdout",1.21475041751052,1.3607368899989,0.145986472488381
"TPL_008","TPL_008_BORDERLINE_001","TPL_008_RUN_004","Borderline_Gap","none",12.1475041751052,13.607368899989,1.45986472488381,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0001",4,0.4,"holdout",4.85900167004209,5.44294755999562,0.583945889953524
"TPL_008","TPL_008_BORDERLINE_001","TPL_008_RUN_004","Borderline_Gap","none",12.1475041751052,13.607368899989,1.45986472488381,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0054",10,1,"holdout",12.1475041751052,13.607368899989,1.45986472488381
"TPL_009","TPL_009_BORDERLINE_001","TPL_009_RUN_001","Borderline_Gap","none",0,1.44042575463187,1.44042575463187,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0048",1,0.1,"holdout",0,0.144042575463187,0.144042575463187
"TPL_009","TPL_009_BORDERLINE_001","TPL_009_RUN_001","Borderline_Gap","none",0,1.44042575463187,1.44042575463187,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0039",4,0.4,"holdout",0,0.576170301852748,0.576170301852748
"TPL_009","TPL_009_BORDERLINE_001","TPL_009_RUN_001","Borderline_Gap","none",0,1.44042575463187,1.44042575463187,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0008",10,1,"holdout",0,1.44042575463187,1.44042575463187
"TPL_010","TPL_010_BORDERLINE_001","TPL_010_RUN_012","Borderline_Gap","none",52.0554981408734,52.930516302865,0.875018161991611,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0036",1,0.1,"holdout",5.20554981408734,5.29305163028651,0.0875018161991611
"TPL_010","TPL_010_BORDERLINE_001","TPL_010_RUN_012","Borderline_Gap","none",52.0554981408734,52.930516302865,0.875018161991611,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0027",4,0.4,"holdout",20.8221992563494,21.172206521146,0.350007264796644
"TPL_010","TPL_010_BORDERLINE_001","TPL_010_RUN_012","Borderline_Gap","none",52.0554981408734,52.930516302865,0.875018161991611,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0002",10,1,"holdout",52.0554981408734,52.930516302865,0.875018161991611
"TPL_011","TPL_011_BORDERLINE_001","TPL_011_RUN_007","Borderline_Gap","none",25.9496040641254,26.9704938921932,1.02088982806774,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0050",1,0.1,"holdout",2.59496040641254,2.69704938921932,0.102088982806774
"TPL_011","TPL_011_BORDERLINE_001","TPL_011_RUN_007","Borderline_Gap","none",25.9496040641254,26.9704938921932,1.02088982806774,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0034",4,0.4,"holdout",10.3798416256502,10.7881975568773,0.408355931227095
"TPL_011","TPL_011_BORDERLINE_001","TPL_011_RUN_007","Borderline_Gap","none",25.9496040641254,26.9704938921932,1.02088982806774,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0046",10,1,"holdout",25.9496040641254,26.9704938921932,1.02088982806774
"TPL_012","TPL_012_BORDERLINE_001","TPL_012_RUN_016","Borderline_Gap","none",69.2065571389257,69.9645246639525,0.757967525026761,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0016",1,0.1,"holdout",6.92065571389257,6.99645246639525,0.0757967525026761
"TPL_012","TPL_012_BORDERLINE_001","TPL_012_RUN_016","Borderline_Gap","none",69.2065571389257,69.9645246639525,0.757967525026761,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0031",4,0.4,"holdout",27.6826228555703,27.985809865581,0.303187010010704
"TPL_012","TPL_012_BORDERLINE_001","TPL_012_RUN_016","Borderline_Gap","none",69.2065571389257,69.9645246639525,0.757967525026761,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0057",10,1,"holdout",69.2065571389257,69.9645246639525,0.757967525026761
