"Template_ID","Left_Burst_Event_ID","Contextual_Separator_ID","Right_Burst_Event_ID","Left_Local_Median_ISI_u","Right_Local_Median_ISI_u","Separator_ISI_u","Primary_Pause_Truth","Secondary_Scoring_Target","Sample_ID","Scale_Factor","B_s","Split","Left_Local_Median_ISI_s","Right_Local_Median_ISI_s","Separator_ISI_s"
"TPL_001","TPL_001_EVENT_002","TPL_001_SEPARATOR_001","TPL_001_EVENT_003",0.131587450153997,0.111671126941369,0.562355706887834,FALSE,TRUE,"S0015",1,0.1,"development",0.0131587450153997,0.0111671126941369,0.0562355706887834
"TPL_001","TPL_001_EVENT_002","TPL_001_SEPARATOR_001","TPL_001_EVENT_003",0.131587450153997,0.111671126941369,0.562355706887834,FALSE,TRUE,"S0056",4,0.4,"development",0.0526349800615989,0.0446684507765476,0.224942282755133
"TPL_001","TPL_001_EVENT_002","TPL_001_SEPARATOR_001","TPL_001_EVENT_003",0.131587450153997,0.111671126941369,0.562355706887834,FALSE,TRUE,"S0007",10,1,"development",0.131587450153997,0.111671126941369,0.562355706887834
"TPL_002","TPL_002_EVENT_006","TPL_002_SEPARATOR_001","TPL_002_EVENT_007",0.120475481888613,0.0852517524352742,0.624837331846356,FALSE,TRUE,"S0030",1,0.1,"development",0.0120475481888613,0.00852517524352742,0.0624837331846356
"TPL_002","TPL_002_EVENT_006","TPL_002_SEPARATOR_001","TPL_002_EVENT_007",0.120475481888613,0.0852517524352742,0.624837331846356,FALSE,TRUE,"S0006",4,0.4,"development",0.0481901927554453,0.0341007009741097,0.249934932738543
"TPL_002","TPL_002_EVENT_006","TPL_002_SEPARATOR_001","TPL_002_EVENT_007",0.120475481888613,0.0852517524352742,0.624837331846356,FALSE,TRUE,"S0044",10,1,"development",0.120475481888613,0.0852517524352742,0.624837331846356
"TPL_003","TPL_003_EVENT_005","TPL_003_SEPARATOR_001","TPL_003_EVENT_006",0.0895858509462492,0.144397998657431,0.608290203754321,FALSE,TRUE,"S0058",1,0.1,"development",0.00895858509462492,0.0144397998657431,0.0608290203754321
"TPL_003","TPL_003_EVENT_005","TPL_003_SEPARATOR_001","TPL_003_EVENT_006",0.0895858509462492,0.144397998657431,0.608290203754321,FALSE,TRUE,"S0049",4,0.4,"development",0.0358343403784997,0.0577591994629723,0.243316081501728
"TPL_003","TPL_003_EVENT_005","TPL_003_SEPARATOR_001","TPL_003_EVENT_006",0.0895858509462492,0.144397998657431,0.608290203754321,FALSE,TRUE,"S0040",10,1,"development",0.0895858509462492,0.144397998657431,0.608290203754321
"TPL_004","TPL_004_EVENT_005","TPL_004_SEPARATOR_001","TPL_004_EVENT_006",0.092994015423618,0.0811950600086462,0.519771174993366,FALSE,TRUE,"S0011",1,0.1,"development",0.0092994015423618,0.00811950600086462,0.0519771174993366
"TPL_004","TPL_004_EVENT_005","TPL_004_SEPARATOR_001","TPL_004_EVENT_006",0.092994015423618,0.0811950600086462,0.519771174993366,FALSE,TRUE,"S0014",4,0.4,"development",0.0371976061694472,0.0324780240034585,0.207908469997346
"TPL_004","TPL_004_EVENT_005","TPL_004_SEPARATOR_001","TPL_004_EVENT_006",0.092994015423618,0.0811950600086462,0.519771174993366,FALSE,TRUE,"S0055",10,1,"development",0.092994015423618,0.0811950600086462,0.519771174993366
"TPL_005","TPL_005_EVENT_006","TPL_005_SEPARATOR_001","TPL_005_EVENT_007",0.0979817382730135,0.0906849284573751,0.457384717511013,FALSE,TRUE,"S0028",1,0.1,"development",0.00979817382730135,0.00906849284573751,0.0457384717511013
"TPL_005","TPL_005_EVENT_006","TPL_005_SEPARATOR_001","TPL_005_EVENT_007",0.0979817382730135,0.0906849284573751,0.457384717511013,FALSE,TRUE,"S0052",4,0.4,"development",0.0391926953092054,0.0362739713829501,0.182953887004405
"TPL_005","TPL_005_EVENT_006","TPL_005_SEPARATOR_001","TPL_005_EVENT_007",0.0979817382730135,0.0906849284573751,0.457384717511013,FALSE,TRUE,"S0009",10,1,"development",0.0979817382730135,0.0906849284573751,0.457384717511013
"TPL_006","TPL_006_EVENT_006","TPL_006_SEPARATOR_001","TPL_006_EVENT_007",0.082327201789428,0.127037406285617,0.508478683838621,FALSE,TRUE,"S0045",1,0.1,"holdout",0.0082327201789428,0.0127037406285617,0.0508478683838621
