"Template_ID","Run_ID","Run_Ordinal","Start_u","End_u","Source_Type","Primary_Descriptor","State_Label","Event_Label","Pause_Subtype","Contextual_Separator_Label","Renewal_Family","Regularity_Regime","Tonic_Subtype","Burst_Strength_Stratum","Burst_Quota_ID","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","N_ISIs","Duration_u","Observed_Mean_ISI_u","CV","CV2","LV","Generation_Attempts","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Mean_ISI_Parameter_s","Refractory_s","Observed_Mean_ISI_s"
"TPL_001","TPL_001_RUN_001",1,0,11.8933117726839,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","shifted_gamma","generic_stress","generic_stress","none","none","tonic","generic_stress_1",459801268,"point_process=459801268","f1db50f8cca366570dda46c86aad5fb3171f9383cb2c6fa4408971aead5a2a92",0.838208558922634,17.3829596880823,0.02,14,11.8933117726839,0.849522269477419,0.189176629587034,0.217835991177462,0.0503352156711561,1,"S0015",1,0.1,"development",0,1.18933117726839,1.18933117726839,0.0838208558922634,0.002,0.0849522269477419
"TPL_001","TPL_001_RUN_002",2,11.8933117726839,16.731096522745,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_1",1840854186,"point_process=1840854186","875ec3df6ad8c957a7db2511fdf9caec206a5ee72b04fe767f460c1379e8e7a5",4.83778475006111,,,1,4.83778475006111,4.83778475006111,0,0,0,1,"S0015",1,0.1,"development",1.18933117726839,1.6731096522745,0.483778475006111,0.483778475006111,,0.483778475006111
"TPL_001","TPL_001_RUN_003",3,16.731096522745,17.6424763036408,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_01",45771419,"point_process=45771419","f459c1ddd5080f8642153d19990b54b39b7056e6a55024f57c1f50584b039d83",0.648815531120636,2.77329765248578,0.02,1,0.911379780895854,0.911379780895854,0,0,0,1,"S0015",1,0.1,"development",1.6731096522745,1.76424763036408,0.0911379780895855,0.0648815531120636,0.002,0.0911379780895855
"TPL_001","TPL_001_RUN_004",4,17.6424763036408,18.0571513647342,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","weak","BQ_001","burst","BQ_001",1502043162,"burst=13826521;hfs=343944577;hfs_shape=127257495;hfs_total=1338293292;nested_burst=871734943;nested_duration=950539081;nested_position=1578314333;point_process=1502043162","2130981f3880f48f635db5d24e6989a4be54333e9eef83b843ea36d4e1e782f0",0.682552669942379,4.42656836211681,0.02,3,0.414675061093326,0.138225020364442,0.107256597120917,0.0966618136872663,0.0104826634780996,2,"S0015",1,0.1,"development",1.76424763036408,1.80571513647342,0.0414675061093326,0.0682552669942379,0.002,0.0138225020364442
"TPL_001","TPL_001_RUN_005",5,18.0571513647342,18.619507071622,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","explicit_gap","contextual_separator","none","none","none","contextual_separator","separator_1",460194801,"point_process=460194801","0663975a8fe5de01c8296cd32c45454947e7dd92c68bb34da514fb39fb5b23c3",0.562355706887834,,,1,0.562355706887834,0.562355706887834,0,0,0,1,"S0015",1,0.1,"development",1.80571513647342,1.8619507071622,0.0562355706887834,0.0562355706887834,,0.0562355706887834
"TPL_001","TPL_001_RUN_006",6,18.619507071622,19.0748320227762,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","moderate","BQ_002","burst","BQ_002",478922285,"burst=374895855;hfs=1497785234;hfs_shape=253341315;hfs_total=648545561;nested_burst=104640256;nested_duration=297148968;nested_position=25436353;point_process=478922285","0105709a217885013c290b5dcd4c995a9b74caaa27fa40eee80fa5fc450aea1b",0.598365889047273,2.30635741576552,0.02,4,0.455324951154239,0.11383123778856,0.442079613093928,0.509147266584494,0.331352972455827,4,"S0015",1,0.1,"development",1.8619507071622,1.90748320227762,0.0455324951154239,0.0598365889047273,0.002,0.011383123778856
"TPL_001","TPL_001_RUN_007",7,19.0748320227762,25.9081149121717,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none","tonic","stn_like_empirical_2",1993145702,"point_process=1993145702","91aa0cefb2540ddaf4a1af5d0b418603416a64ada428c2a5ef8666f605b88f9e",0.425872288411483,73.9279026072472,0.02,16,6.83328288939545,0.427080180587216,0.0954584296329728,0.12469889569981,0.0159962800855511,1,"S0015",1,0.1,"development",1.90748320227762,2.59081149121717,0.683328288939545,0.0425872288411483,0.002,0.0427080180587216
"TPL_001","TPL_001_RUN_008",8,25.9081149121717,32.3424937257514,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","explicit_gap","complex_multi_gap","none","none","none","pause","complex_multi_gap_2",541532883,"point_process=541532883","39406b1342c320da16737dbc67d6e7e963922d0fb8b1a4f646260e317431f2fb",2.14479293785989,,,3,6.43437881357968,2.14479293785989,0.0643875721950684,0.0607347002065881,0.00353563001415844,1,"S0015",1,0.1,"development",2.59081149121717,3.23424937257514,0.643437881357968,0.214479293785989,,0.214479293785989
"TPL_001","TPL_001_RUN_009",9,32.3424937257514,32.8102865536165,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","strong","BQ_003","burst","BQ_003",1001180669,"burst=1283189825;hfs=706866497;hfs_shape=1069313536;hfs_total=1948730136;nested_burst=633658229;nested_duration=1631281519;nested_position=192703575;point_process=1001180669","bc9cb884a7d6f75839c3d4bf2a79c979bedefc060eba8e9d936609f113927b89",0.537251631799154,3.0743948854506,0.02,5,0.467792827865156,0.0935585655730313,0.511433714150953,0.693126570798879,0.428077404535268,1,"S0015",1,0.1,"development",3.23424937257514,3.28102865536165,0.0467792827865156,0.0537251631799154,0.002,0.00935585655730313
"TPL_001","TPL_001_RUN_010",10,32.8102865536165,37.021832241739,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","shifted_gamma","irregular","none","none","none","hfs","irregular_1",458217029,"point_process=458217029","6223ee299b34fc5841af1724eaa449ab07c1e54814686227c2a535b052c428df",0.199131448133849,1.39302199515514,0.02,23,4.21154568812246,0.183110682092281,0.724425125918456,0.955871014383057,0.824376992739366,2,"S0015",1,0.1,"development",3.28102865536165,3.7021832241739,0.421154568812246,0.0199131448133849,0.002,0.0183110682092281
