"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test_canonical_api.R","canonical_api","canonical public API is available",4,0,FALSE,FALSE,0,0.222,0.00399999999999999,0.226,4
"test_canonical_api.R","canonical_api","schema can set and get parameters",2,0,FALSE,FALSE,0,0.165,0.003,0.168,2
"test_current_baseline_normalization.R","current_baseline_normalization","normalization covers rows, selected events, and legacy candidate status",8,0,FALSE,FALSE,0,0.0629999999999997,0.001,0.0640000000000001,8
"test_current_baseline_normalization.R","current_baseline_normalization","candidate schema fills absent source and rejection fields with typed NA",5,0,FALSE,FALSE,0,0.00600000000000023,0.001,0.00700000000000012,5
"test_current_baseline_normalization.R","current_baseline_normalization","all-schema event and candidate ordering is source-order invariant",2,0,FALSE,FALSE,0,0.0169999999999999,0.001,0.0169999999999999,2
"test_current_baseline_normalization.R","current_baseline_normalization","comparison detects exact score, label, geometry, and selection changes",7,0,FALSE,FALSE,0,0.0529999999999999,0.003,0.056,7
"test_current_baseline_normalization.R","current_baseline_normalization","reference writing requires explicit confirmation and preserves effective params",10,0,FALSE,FALSE,0,0.168,0.00900000000000001,0.178,10
"test_current_baseline_normalization.R","current_baseline_normalization","current runner cannot write through an output path alone",4,0,FALSE,FALSE,0,0.00600000000000023,0.001,0.00699999999999967,4
"test_current_baseline_normalization.R","current_baseline_normalization","frozen 30-train reference is internally verifiable when present",5,0,FALSE,FALSE,0,2.42,0.00699999999999998,2.427,5
"test_current_baseline_normalization.R","current_baseline_normalization","optional slow test compares a fresh real run with the frozen reference",1,0,TRUE,FALSE,0,0.00100000000000033,0,0.00199999999999978,0
"test_engine_registry.R","engine_registry","parameter registry and validation work",4,0,FALSE,FALSE,0,2.005,0.015,2.02,4
"test_engine_registry.R","engine_registry","short ISI native prefilter wrapper returns runs",2,0,FALSE,FALSE,0,0.00499999999999989,0.001,0.00599999999999934,2
"test_engine_registry.R","engine_registry","detector engine produces a structured version-neutral result on golden data",4,0,FALSE,FALSE,0,5.47,0.043,5.558,4
"test_event_grammar_burst_detector.R","event_grammar_burst_detector","event grammar burst detector registry exposes semantic implementations",5,0,FALSE,FALSE,0,0.0780000000000012,0.003,0.0800000000000001,5
"test_event_grammar_burst_detector.R","event_grammar_burst_detector","event grammar burst detector adds structure-first evidence while preserving the golden threshold candidate",16,0,FALSE,FALSE,0,2.051,0.011,2.062,16
"test_event_grammar_burst_detector.R","event_grammar_burst_detector","short edge-limited candidates remain Review-only in both routes",16,0,FALSE,FALSE,0,0.195,0.00700000000000001,0.202,16
"test_event_grammar_burst_detector.R","event_grammar_burst_detector","event grammar burst detector dispatch rejects unknown names",1,0,FALSE,FALSE,0,0.0539999999999985,0.002,0.0559999999999992,1
"test_final_audit.R","final_audit","final audit promotes possible labels without rewriting auto or manual labels",7,0,FALSE,FALSE,0,0.0150000000000006,0.001,0.0169999999999995,7
"test_final_audit.R","final_audit","audit_final label source feeds state space and events",4,0,FALSE,FALSE,0,0.209999999999999,0.002,0.212999999999999,4
"test_final_audit.R","final_audit","clearing selected final audit trains preserves other audit records",5,0,FALSE,FALSE,0,0.00999999999999979,0.002,0.0120000000000005,5
"test_final_audit.R","final_audit","final audit current summary is distinct from append-only history",9,0,FALSE,FALSE,0,0.0140000000000011,0.000999999999999973,0.0150000000000006,9
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","Gate B v3 scientific closure accepts the frozen complete prototypes",6,0,FALSE,FALSE,0,127.996,0.273,128.274,6
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","Gate B v3.2 overlays Burst on HFT and Tonic non-destructively",11,0,FALSE,FALSE,0,70.4,0.18,70.581,11
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","State-axis statistics are recomputed from the per-ISI spine",1,0,FALSE,FALSE,0,8.50800000000001,0.0139999999999999,8.52200000000002,1
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","State-axis gates are bound to effective threshold instances",2,0,FALSE,FALSE,0,16.838,0.057,16.896,2
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","Event modifier statistics and evidence identity are recomputed",1,0,FALSE,FALSE,0,16.146,0.031,16.178,1
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","Event, Gap, and relationship geometry cannot be coordinated away",3,0,FALSE,FALSE,0,25.338,0.035,25.372,3
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","Gap candidate family and accepted Pause projection are closed",5,0,FALSE,FALSE,0,46.713,0.089,46.805,5
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","structure-first contrast Burst generation is frozen and executable",16,0,FALSE,FALSE,0,26.481,0.062,26.544,16
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","accepted scientific consumers require domain-correct threshold bindings",1,0,FALSE,FALSE,0,8.255,0.013,8.26799999999997,1
"test_gate_b_v3_scientific_closure.R","gate_b_v3_scientific_closure","held-out partitions are patient-exclusive with session fallback",2,0,FALSE,FALSE,0,0.00499999999999545,0.001,0.00600000000002865,2
"test_hfs_parent_subtype_hierarchy.R","hfs_parent_subtype_hierarchy","regular and irregular HF share one Broad-HFS parent",20,0,FALSE,FALSE,0,11.893,0.061,12.061,20
"test_hfs_parent_subtype_hierarchy.R","hfs_parent_subtype_hierarchy","regularity gray zone preserves Broad HFS and abstains on subtype",6,0,FALSE,FALSE,0,3.80000000000001,0.028,3.87399999999997,6
"test_hfs_parent_subtype_hierarchy.R","hfs_parent_subtype_hierarchy","legacy HFT evidence cannot create or enlarge Broad-HFS support",6,0,FALSE,FALSE,0,0.0949999999999704,0.00299999999999989,0.0980000000000132,6
"test_internal_api.R","internal_api","version-neutral internal API exposes stable result names",11,0,FALSE,FALSE,0,3.18200000000002,0.03,3.25600000000003,11
"test_internal_api.R","internal_api","version-neutral detector wrappers delegate to the active event grammar",3,0,FALSE,FALSE,0,0.161999999999978,0.00499999999999989,0.166999999999973,3
"test_internal_api.R","internal_api","version-neutral threshold resolver returns effective bands",4,0,FALSE,FALSE,0,0.0610000000000355,0.00300000000000011,0.0640000000000214,4
"test_internal_api.R","internal_api","detector progress callback reports stages without changing detection output",4,0,FALSE,FALSE,0,6.53699999999998,0.0529999999999999,6.67599999999999,4
"test_manual_burst_structure_learning.R","manual_burst_structure_learning","manual Burst structure learning is conservative with insufficient evidence",6,0,FALSE,FALSE,0,0.0080000000000382,0.00100000000000011,0.00900000000001455,6
"test_manual_burst_structure_learning.R","manual_burst_structure_learning","manual Burst structure learning preserves the four-spike contrast floor",11,0,FALSE,FALSE,0,0.0269999999999868,0.00099999999999989,0.0279999999999632,11
"test_manual_burst_structure_learning.R","manual_burst_structure_learning","manual pool estimates reach the active structure-first detector namespace",11,0,FALSE,FALSE,0,0.160000000000025,0.002,0.162000000000035,11
"test_manual_burst_structure_learning.R","manual_burst_structure_learning","manual Burst boundary gaps do not inflate the internal bridge band",3,0,FALSE,FALSE,0,0.255999999999972,0.002,0.257999999999981,3
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","Phase 1B is idempotent, order invariant, and keeps its ledger lightweight",7,0,FALSE,FALSE,0,0.0710000000000264,0.004,0.0760000000000218,7
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","HFS and selected canonical Bursts coexist as non-destructive overlays",9,0,FALSE,FALSE,0,0.0439999999999827,0.00299999999999989,0.0469999999999686,9
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","normalized canonical Event labels remain active in Phase 1B",4,0,FALSE,FALSE,0,0.0460000000000491,0.00300000000000011,0.049000000000035,4
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","normalized canonical Broad-HFS State labels retain Phase 1B compatibility semantics",4,0,FALSE,FALSE,0,0.0369999999999777,0.002,0.0399999999999636,4
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","selected Pause splits HFS before child-level evidence is calculated",8,0,FALSE,FALSE,0,0.0409999999999968,0.00299999999999989,0.0439999999999827,8
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","Pause-created HFS children inherit parent acceptance and keep Burst evidence descriptive",9,0,FALSE,FALSE,0,0.0520000000000209,0.004,0.0570000000000164,9
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","tonic and Broad HFS retain continuous State support with Burst overlays",10,0,FALSE,FALSE,0,0.0999999999999659,0.004,0.103999999999985,10
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","possible_burst remains Review-only before manual Event promotion",20,0,FALSE,FALSE,0,0.0529999999999973,0.006,0.0590000000000259,20
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","distributed and majority HFS dominance are evidence flags only",10,0,FALSE,FALSE,0,0.0489999999999782,0.004,0.0529999999999973,10
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","adjacent selected event spans merge into one HFS evidence group",3,0,FALSE,FALSE,0,0.0439999999999827,0.002,0.0469999999999686,3
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","MM is retained in audit but excluded narrowly from variable-HFS boolean gating",7,0,FALSE,FALSE,0,0.0360000000000014,0.00300000000000011,0.0400000000000205,7
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","packet-like and packet-neighbor remain annotations without state deletion",5,0,FALSE,FALSE,0,0.0380000000000109,0.00299999999999989,0.0409999999999968,5
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","Phase 1B integration is an independent attr and leaves legacy schemas untouched",4,0,FALSE,FALSE,0,0.337999999999965,0.00500000000000012,0.341999999999985,4
"test_multitrack_compatibility_shadow_phase1b.R","multitrack_compatibility_shadow_phase1b","short-train early return carries typed empty shadow contracts",25,0,FALSE,FALSE,0,0.162000000000035,0.0069999999999999,0.168000000000006,25
"test_multitrack_phase2c_export_fk.R","multitrack_phase2c_export_fk","Phase 2C export relationships are train-qualified exact-span Event links",8,0,FALSE,FALSE,0,0.87299999999999,0.0109999999999999,0.882999999999981,8
"test_multitrack_phase2c_export_fk.R","multitrack_phase2c_export_fk","Phase 2C manual targets must resolve to the same final Event Burst",3,0,FALSE,FALSE,0,0.62299999999999,0.0089999999999999,0.631000000000029,3
"test_multitrack_phase2c_export_fk.R","multitrack_phase2c_export_fk","Phase 2C relationship identity, effect, and exact-span checks fail closed",11,0,FALSE,FALSE,0,0.446000000000026,0.00900000000000012,0.455000000000041,11
"test_multitrack_review_export_phase2b.R","multitrack_review_export_phase2b","production-shaped candidates without candidate_source confirm and export",6,0,FALSE,FALSE,0,0.588000000000022,0.016,0.603999999999985,6
"test_multitrack_review_export_phase2b.R","multitrack_review_export_phase2b","an exact-span Burst link survives strict export without duplicate Event",9,0,FALSE,FALSE,0,0.605000000000018,0.014,0.618999999999971,9
