"path","bytes","sha256"
"DESCRIPTION",4444,"45a63ebdcedf1bdda3642fe141dde308d35a2e2271c6224d572346142d7f755a"
"inst/config/gate_b_v3_phase1_fixture_inputs.json",25076,"065c3fe1588ae6029018ea4846a3d15090c604b0f538dec2fc7540efc4d8303d"
"inst/config/gate_b_v3_phase1_fixture_spec.json",38690,"40b158c27115172fadeba68241e0e72fa055610d0bb1a8965567b36ede5e54ba"
"inst/config/gate_b_v3_phase1_fixture_spec.yml",34919,"ae0e37406cc48778aae11ed73d1f3336c51800b01760d4bd7588508b28664b5a"
"inst/config/gate_b_v3_phase1_registry.json",162908,"e3ef61cd5b09a7a6b4b60e02978aa50de096a357fa83f36b05c864c779366864"
"inst/config/gate_b_v3_phase1_registry.yml",29823,"b91d63bb1153f28d02d873d1007f2b23d7ee04d452f57386a7594b8bc0bd802c"
"inst/config/gate_b_v3_phase1_schema_bundle.json",660388,"004a2e4ed2c22604759dff87d99f18ec58ad27aee0820262aee475a40a8acea4"
"inst/config/gate_b_v3_phase1_schema_bundle.yml",67832,"86b3062154ac9b7a9b29f789e22bff97296fefb5c8182acc1f02868e26c0ba59"
"inst/config/parameters.yml",466510,"9a53c81b637b8224ab734deb97ad65a25da2e64303869c1f99f877d33c88d2ce"
"inst/config/publication_readiness_framework_v1.json",13583,"5708de987161f20c7c8e6ce8a72f91990f8a554ae489d4a555f61ca80110442d"
"inst/config/publication_readiness_review_receipts_v1.json",9169,"99a61cf6d25c1e3adbd095a846e878cccbded2b1b3d736e08db0b5e76b093f4b"
"inst/config/publication_readiness_stage_packets_v1.json",7084,"1ab0e7bf7f29cefd361c5aeb619148ed895c9ae9fa65846cd5b8e386e729e7bc"
"NAMESPACE",11580,"806f9d65e36ba21d0f2f731906391c0d491546e7110a636c6142f31387d5a941"
"R/00_utils.R",23998,"6aba0708f612f16cf9310dcdb7d13ea2771c05f06c9ed88ee8122570a698dc1f"
"R/00a_parameter_schema.R",16515,"e9195c03199cf45ba49a9b94562a24f266c0c25be414d080c81b78a315304e0a"
"R/01_default_params.R",218,"ee46df40ec6a9c4621db0a4927448d610501003c08a6491566f08837ba0b0fdb"
"R/02_qc_interval_guards.R",23767,"cf25277c340285b740d740dbfcf74a2351500eb22b9ea10cf5eaa5de2bc235e3"
"R/03_data_io.R",16508,"c7fe0e15924056f4b6908b5c847e771228d9b40cb845ce57fa52ec3e12236463"
"R/04_param_suggestion.R",3328,"91ae292168701b1fa5f2e3f8b9ec3d705322e55bbdecbbe08db4bdcc3ef15d70"
"R/05_isi_context_features.R",42987,"a78f452aa8c5576e2fd332bf3d0df75e6002590ac94d251d5e66f7e10309063e"
"R/06_events_intervals.R",18821,"805051e69e20d2bf602bb72b5f83e1d6af5cfda42a0099b8038dc75424007c6d"
"R/07_manual_param_estimation.R",39170,"10c9a2b1fce1b75a91ef08d7e47c2fe0b3d640a321093c3d5010c36339790bd4"
"R/08_detector_helpers.R",23200,"07f139c292a1643273df6aad5f9e6490f1dc126909ee141379346cd3d73d81c6"
"R/09_burst_seed_bridge.R",9364,"6bc9f2a0b86315e2cc171b3aa5f43d63d44681d82a2fa1b167089adbd6ae1ef1"
"R/10_structure_layer.R",25192,"76c220a522bda003ce23a263eafd438e7ea9d4ab45af1dffc837151b47f1acbb"
"R/11_near_miss.R",80078,"a66c369313c400be932382c3aada4d37811b1ecf5da5ba9a86cf358b5f77c589"
"R/13_dataset_api_evaluation.R",4797,"d21e746dea73f6658417903829f0bd3cd6f02f5df37e4858b3711645d3b0441e"
"R/14_audit_presets.R",19809,"839d83d444f022b249c74d736aca8ea23596b24f30bd6f9977444aa8cd5d2d54"
"R/15_governance.R",15058,"3a83d1987b442c41dcc46b54b2979aa07e0ef6142c2aea118a1dd922058745d8"
"R/16_semantic_consistency.R",72308,"578692ec843884524277096feca6a2bae1ff4033283c2dcd48bba3831b16b4db"
"R/17_critical_overrides.R",64216,"4cdf91122c5399fb9659df27262145ec0520b73463120a8d165d06982f17e3b9"
"R/18_ui.R",236099,"ed553eee5790c100211030051f03e75ab52954170d99dd8cb71150820136280d"
"R/19_server.R",418147,"87ba992ba4d8b92e6d9165683bee79927e90a8082ff50df3ded61524d7c4dee4"
"R/20_final_classification.R",8463,"09cfdc0d722f77fa87908dae89e2653669e3eb37d4cb90eb4e2413be738422eb"
"R/21_candidate_features.R",908,"880f5a03d8c88fd99bde45beed3c2d12d764d9132f961b5c2b0f2127a35638e7"
"R/22_schema_ui.R",17657,"634587ffea1df309a9d14dae5aefae3084642dfbd33276bdd0d30377baee45be"
"R/23_native_wrappers.R",7984,"60ae51b58473d38ac45f935ac74fd83fba4bc6ac4a5c629e0840c3f47a978e50"
"R/24_clean_api.R",1995,"450a5675d18a9b0cece9b772be1ce1007c5465909def185f60b465b3da20537c"
"R/25_canonical_api.R",6779,"c77d46cf43b7b6e003fb1efb4061e8c371b9ff75c8396b4feecb1bd9dc85622c"
"R/26_parameter_registry.R",31113,"571725b7a361c1926871446e5ca03028e754f8b9061c3265305103721f7f63f8"
"R/27_engine.R",33834,"64ac65c433763da5184de7aeb2c6e3337fd22e351c86cde707c7c2004fd99b4e"
"R/28_validation.R",26337,"7f3ade53603c92e16b18e66a2f4d3b65b85b030540c544234b2d946c13e76a7b"
"R/29_shiny_modules.R",2527,"691013b24cda7c4364384fbcb6994550022f6ab2e6b9912147825a61cda661bc"
"R/30_native_prefilters.R",2113,"4c4097ed5e8c6b5c9a09de4b132721ca27b4e5b6d92a470449f677f1772b2c8f"
"R/31_scientific_validation.R",77163,"06311eb27e30330d0f878992e5ee5c4b963ac367fe6e56578bf2ec537e62a649"
"R/32_eventness_audit.R",23578,"c60d7440e3fd70877be047bbff20eaf3c0d72725f990ffedcc3fb5e7b3348b38"
"R/33_support_misi.R",16243,"3f1212a52b179cd8ee64f1977f4c1bbabf396f6297b51a56463c2049602605aa"
"R/34_support_logisi.R",28444,"adb38c828e656dcc05e47e9879c7090451c8ee829ab2eb3892a460f55f09811b"
"R/35_physiology_gated_arbitration.R",26339,"fbeb83ed056b26fd9b0588741d42cd0f84ac7c4560b81315355197e3007991be"
"R/36_seed_bridge_classicity.R",38121,"fa9fa71027ed37ad33ab5de884bf5e3d731e819fbad2999372a848bcbb682540"
"R/37_dataset_isi_band_burst_kernel.R",23112,"b6664ec28b673d9f427664998b730609096b74a0c42b2aa39316e87f16618ac6"
"R/38_event_grammar_core.R",128746,"6926aeb1917d49bca5a368ed52659080fa621d28f1416f66d409ed2bb49d796c"
"R/39_threshold_resolved_event_grammar.R",69416,"8c1c98a0a1938a8730bd311763e63ab0e4b9bb1e7034caa99c78179d38751536"
"R/40_burst_consistency_optimization.R",68755,"fabeab193c0469e2cdf61a965dfd561bfec398b8948de808f08f478638c84989"
"R/41_hf_spiking_state_fix.R",16179,"9202dbda0599bb0b911d5e62f67dad6a3ca63055b5a8465058af82e1f7bbeae4"
"R/42_hfspiking_protection_and_manual_coexistence.R",109198,"ccc0b86b74301c39e426c6fdb7530e85960a84af115dd4328cdf76ca6d7d1833"
"R/42a_nested_hfs_burst.R",22649,"75bfad8a387967b99e963f48ab6c421fa619daaea7e8603f4bdbb65e30bb180b"
"R/42b_tonic_review_candidates.R",15913,"dda00081d55ae0d018cbb858a9d027b5a14747d6465a0a7ad38ef22142aea3b2"
"R/44_public_api_audit_integrity_fixes.R",10493,"aeea250e48d6c7f656b0c721d7ea0d13a10371e56627b0aea9dc77eb492f3f31"
"R/45_public_schema_hardening.R",12825,"81b7f0a3c959e9cf33a0da6888bca9261971f0d490b836a3dfb4bda549e45e7a"
"R/46_derived_csv_guardrails.R",10235,"f51c5e0beb7eab0037703d3fd584fce3705d72a1fc969e02ef341323808269be"
"R/47_public_candidate_filtering.R",12454,"e0f263aed3334168f9512a44344365cd50b38b67ad89a8da026eafc42e972c01"
"R/48_release_hardening.R",9940,"a38e7318f3b2ac054c1462deaa3ed8891bb77be06be1fb9145de73eaf586cd3f"
"R/49_spiketrainpattern_product_schema.R",59460,"00479bba6f599102bae5a6d39aa282832f618bdd2140df4a0aa624d3308fa43e"
"R/50_internal_api.R",11946,"7117f64d8680bbacfacc3fe96804b82c76ee84373330e01a070307976d10ca06"
"R/51_server_modules.R",434965,"1d66c5cb785299014adcb1e42f7e5820f147741d0ec22872eca301e723e2e675"
"R/52_parameter_yaml_io.R",12021,"3c1eb1ea998154d6652ceae6f5eac5142523e1fba3a385b5fadec85b34eb9a5e"
"R/53_parameter_delta_preview.R",50023,"519b0d8b4cd94b9aae520434d5f627412809b86acc6bd644a51544f8b354fb6e"
"R/54_parameter_sensitivity_validation.R",98330,"e0afcecd6d1f09254d97aff24e1ac7c4164054211345e5c53c59503cc273ac0b"
"R/55_state_space_pca.R",22423,"5656a31a595c8168442328509c41ea580dd0f85e539ba12c6c68e814238e5e16"
"R/56_i18n.R",255462,"7ec9c2cdce47c1fdcd7f81ed316e80c95fd3810a2da0dbc5327716a45c48d9d9"
"R/57_state_dynamics.R",59968,"b8bfb010129858af863ff4b27549c1f0ef042debac38eb3cf2c2ebf5281fd04a"
"R/58_possible_burst_promotion.R",32497,"b4406e2bae49976e383ed613478e5482bff9edce8339fa84e65688e971653893"
"R/60_state_trajectory.R",62547,"49bd6b6b39aff559b62939e19fa39abbafc8950df8d490daef56722ac0d1ed37"
"R/61_neural_manifold.R",79704,"a30ce71155feb2346d9caf2bf050a89406731f4142aaaf13b0bdaee454a0ae0b"
"R/62_slicetca.R",26093,"06abf92f0d0b974bfb5207f82d816d8fdae163ac341aa658bd70218d7ebc89a6"
"R/63_distributional_evidence.R",26488,"bd2f466fe89bc87981ef00a51d88124f2d4dbaf7dbb23b5024d52aec51f10b91"
"R/64_event_aligned_activity.R",31971,"3a8db365ea6fbd1e7bd3095c13556f518339d315419a9269e80d6e3ae47e47e6"
"R/64_multitrack_shadow.R",16960,"e51117d43b0b54c742362a9305126a28e155623b0bfaf467980813f47eb7f467"
"R/65_multitrack_compatibility_shadow.R",52833,"9526511bc4875ceebb747b898fffbf97768f63adef65d67a383783bd06990c98"
"R/66_multitrack_public_preview.R",95140,"9ca40a026f4216b36cc8418bcbf09f28fe590d18c79b9eae2675e666de117a1b"
"R/66a_multitrack_auto_product.R",133078,"fce132a200d5a5ae35a6053af264bbc7e555f8c205afef40abbb18bb96fe9a52"
"R/67_multitrack_review_transition.R",90108,"d99b677455c463e27fc05ef4ff8ce7a8aee61b8c62e17f3f3dfd56181eca417e"
"R/67a_multitrack_final_product.R",34687,"abc7650f223ad684d36492f40407af12a3db7f14cbf4887a2a635ce778a8c25a"
"R/67b_multitrack_gate_b.R",19664,"3da61dc2ef94ed05feae6144dc535654e7dd8cdfccc509743a68d73e10d665e6"
"R/68_multitrack_review_export.R",49112,"c2bcc42f93a32e01dba6837bcab82629e61519ea75b3cb985f37a9f4773ca1f1"
"R/69_multitrack_validation.R",42810,"64dce903247853350c71681e6f3c1e16d8e55789f02a647fc67c463ed9ed9b29"
"R/70_ui_run_state.R",45303,"19093dd4219aafe3efda5bdad9001afaed4a3fc92a7842ff556cce467d566de9"
"R/71_ui_transaction_safety.R",28152,"ca24e738ea0083974c265b9efcc1f019131e18dc67643f28238f179396de5e10"
"R/72_ui_orientation.R",18987,"82dcd2657dadb2a8899745f90a0fff8e373331e5ce11f8e021855ce4eeeaee0f"
"R/73_ui_export_integrity.R",36205,"91dcab4bcdc65a81442a1bc49221bbacf27e3b61a27731e478df1515ab119757"
"R/74_gate_b_v3_phase1_contract.R",349216,"c72a2e561f3738e98f7729ad00fe1efc79b2c4dd9a798a6eff9c5bf05ea74603"
"R/75_gate_b_v3_phase1_scientific_closure.R",73100,"2ee7b6a30b04e0ca306bddd657b83b7dc2c4c7b7a374063ba837e512bc928362"
"R/76_pause_error_reviewer.R",21655,"ca7c995ea83df9be319819b7fdf1c1a84a3260a2a8f6ec366a7dde03e1f238d7"
"R/77_gate_b_v3_2_semantic_overlay.R",6592,"7bf40b1cfa2f81757a5115fa00b84c0da0e93491f0137feddced283fd26f8347"
"R/78_calibration_frozen_bounded_borrowing.R",10421,"75dbe86a1e2a2a93cc03e8e7032b4d7b6423b7091c20b44e004b8a2a1b5f0520"
"R/79_class1_error_reviewer.R",24039,"337a923bb49d54eb8474431feb28f17deae2ca03f158a95bd0cc2eb4a320538a"
"R/80_clean_benchmark_burst_reviewer.R",34112,"56793af9412d96e7e4b23219cb88c368abc65d8cac9001e20673e4cd0a610c0c"
"R/81_event_regime_product.R",52289,"70aa5555b07be1b3ef839bc677c605c1e53c41d5c111a896ec2990bac7b8ee33"
"R/82_provider_contract.R",81827,"34073b3bb9cc0fdef5d2712bcfb34dec74c78caed71deed3c4b1209eb0e11708"
"R/83_provider_normalization.R",58801,"fc3901462cbd5b418ef9baae5e6a19603f7e944456f91af9563777ed856be8d8"
"R/84_provider_adapters.R",75700,"4e64ecacd8f9ec78e3446f5faa0c5c7faa5903f53ab435d93b093418228c7858"
"R/85_provider_adjudication.R",39443,"7be6958083e3a13607e5a0e40f7a03b559699976bec64f7864a8d8fc9d534252"
"R/86_provider_scientific_composer.R",43990,"e6826569e88fffdaa7ca3c9ca38cb7fc51ea0c6d704d52ab37a7b5ac41d2f37b"
"R/87_provider_workbench_phase_e.R",19829,"fc8629072eec070c4b07a18c2f862c3166f093a8c60cddd2a40fe1def8a9145a"
"R/88_provider_scoring_export_phase_e.R",26585,"844a6ac6c8de4f3776a88e886eb0c16c6c486e73f7dfd110983e8d68a324255b"
"R/89_threshold_first_contracts.R",89611,"e51b7010da1c1540a86aedf30a9d0138d67e5ba241f6d1c60f6b9fbd7205c423"
"R/90_candidate_lineage_funnel.R",129778,"235c4343eaf6779c833ea86aa062800acac801598a7760a5c5c6d46507652eb9"
"R/91_candidate_lineage_collector.R",154838,"fc05eef545f0c044fa6feae235d40dd346d2408ac1a97d057bf273ec4c6fa969"
"R/91b_candidate_lineage_burst_stage4.R",70186,"01c0bd4faa2ce7efdff9efdf74b7e5a2d335579d6067f4cae65382cbab08d7d8"
"R/91c_candidate_lineage_burst_refractory.R",25738,"20e80810df5df21e88791418a5adbc20c17d0f5699d1b0c83a8aa2bd4c4ebda1"
"R/91d_candidate_lineage_burst_pause_boundary.R",22397,"1e9f1bf95a337b729328b03136a136dec75a45ba3804e7e5be00ef71f9034674"
"R/91e_candidate_lineage_burst_pause_ownership.R",42984,"0342afb994e571a6b3cfdb45ebe13a7bfae1dcbc27c6df5e73b3d7251c544ca2"
"R/91f_candidate_lineage_burst_hard_threshold_root.R",37035,"bf56db232c4cbb296a3227ec0b43281d04630caa670a17f701b77fa6f7b9a30c"
"R/91g_candidate_lineage_pause_raw_canonical.R",30116,"f9898f8a178777f2e53b0f80eb9d010a8d498b7baa3b29dc73442c9e9ebbf43f"
"R/91h_candidate_lineage_pause_contextual.R",36918,"288e389923b46fb159fe4393da1de61d87cf37ced23ff5c4265ff60ce3386f9d"
"R/91i_candidate_lineage_gap_final.R",19564,"95ee53809f16da157ed3d13a0917ed17140444ad8ab292fac58cc2eadbeaf8d1"
"R/91j_candidate_lineage_broad_hfs_state.R",15250,"2ea2e80e1d42f748f16ba9da980b4f28190e787be1f0e70a2776a2b709ce32c3"
"R/91k_candidate_lineage_tonic_state.R",16711,"1d5cf0634fed07c1946fdd96f0513a8ff6e44c6c0b99fe083b89f53334270569"
