"Template_ID","Spike_Index","Time_u"
"TPL_001",1,0
"TPL_001",2,0.722928854188515
"TPL_001",3,1.98747922474694
"TPL_001",4,2.86501848904416
"TPL_001",5,3.56797025795381
"TPL_001",6,4.27518467965727
"TPL_001",7,5.07889027445998
"TPL_001",8,5.95175177806155
"TPL_001",9,6.68008357329678
"TPL_001",10,7.71041905562823
"TPL_001",11,8.44918773914357
"TPL_001",12,9.32441140242468
"TPL_001",13,10.3442651044447
"TPL_001",14,11.1483833035856
"TPL_001",15,11.8933117726839
"TPL_001",16,16.731096522745
"TPL_001",17,17.6424763036408
"TPL_001",18,17.7703543200609
"TPL_001",19,17.9019417702149
"TPL_001",20,18.0571513647342
"TPL_001",21,18.619507071622
"TPL_001",22,18.7300427769337
"TPL_001",23,18.8428493255047
"TPL_001",24,19.0203866331779
"TPL_001",25,19.0748320227762
"TPL_001",26,19.4785180469881
"TPL_001",27,19.9118767949621
"TPL_001",28,20.4105120769639
"TPL_001",29,20.857465931581
"TPL_001",30,21.2152999712456
"TPL_001",31,21.6888483600681
"TPL_001",32,22.151717748758
"TPL_001",33,22.5819374390583
"TPL_001",34,22.9922285386186
"TPL_001",35,23.4210482059377
"TPL_001",36,23.7863523749512
"TPL_001",37,24.2634013296064
"TPL_001",38,24.6728901191559
"TPL_001",39,25.1254006477949
"TPL_001",40,25.532211046165
"TPL_001",41,25.9081149121717
"TPL_001",42,27.9453666480228
"TPL_001",43,30.0419633893266
"TPL_001",44,32.3424937257514
"TPL_001",45,32.4537297945028
"TPL_001",46,32.5183523065904
"TPL_001",47,32.6878105064026
"TPL_001",48,32.7401510488334
"TPL_001",49,32.8102865536165
"TPL_001",50,32.9612154226677
"TPL_001",51,33.0233027987776
"TPL_001",52,33.154809459019
"TPL_001",53,33.3186192541869
"TPL_001",54,33.3414008677876
"TPL_001",55,33.6902069402882
"TPL_001",56,33.7629327051922
"TPL_001",57,33.9424738196444
"TPL_001",58,34.1027240330586
"TPL_001",59,34.6031654860469
"TPL_001",60,34.7767328646557
"TPL_001",61,34.8261147442423
"TPL_001",62,35.1769462641524
"TPL_001",63,35.316327845644
"TPL_001",64,35.3977795720754
"TPL_001",65,35.8455607517655
"TPL_001",66,36.128398568561
"TPL_001",67,36.1977294305607
"TPL_001",68,36.326464381974
"TPL_001",69,36.3550198490797
"TPL_001",70,36.5334388016049
"TPL_001",71,36.8676155171522
"TPL_001",72,37.021832241739
"TPL_001",73,39.2195338774667
"TPL_001",74,39.5385751659494
"TPL_001",75,39.706270101265
"TPL_001",76,39.9998026454705
"TPL_001",77,40.1641325831652
"TPL_001",78,40.3305603645842
"TPL_001",79,40.5840631391837
"TPL_001",80,40.8121961181448
"TPL_001",81,41.0412022573405
"TPL_001",82,41.2495907799749
"TPL_001",83,41.4985432023394
"TPL_001",84,41.728192383825
"TPL_001",85,42.0107498834122
"TPL_001",86,42.1871333400649
"TPL_001",87,42.249477652562
"TPL_001",88,42.3699805023034
"TPL_001",89,42.4199027541975
"TPL_001",90,42.471165359219
"TPL_001",91,42.5281432718676
"TPL_001",92,42.606531393708
"TPL_001",93,42.6728707340255
"TPL_001",94,42.7194706586194
"TPL_001",95,42.7665042080916
"TPL_001",96,42.8220751644974
"TPL_001",97,43.1022847942784
"TPL_001",98,43.3359289689007
"TPL_001",99,43.592970767817
"TPL_001",100,43.7164670980491
"TPL_001",101,43.9017364542517
"TPL_001",102,44.0800192402295
"TPL_001",103,44.3567049809399
"TPL_001",104,44.6400294233493
"TPL_001",105,44.8353331738515
"TPL_001",106,45.0311164644305
"TPL_001",107,45.282895674673
"TPL_001",108,45.6157773277303
"TPL_001",109,49.0092463815165
"TPL_001",110,49.2547934925976
"TPL_001",111,49.4938698875452
"TPL_001",112,49.6996623695838
"TPL_001",113,49.8144553952305
"TPL_001",114,49.9880858030108
"TPL_001",115,50.4422793363121
"TPL_001",116,50.7372738245077
"TPL_001",117,50.7958295720883
"TPL_001",118,50.8312698244088
"TPL_001",119,50.8967087728114
"TPL_001",120,50.9479075112092
"TPL_001",121,51.2304721672831
"TPL_001",122,51.4848333301519
"TPL_001",123,51.6961169731106
"TPL_001",124,52.0156380956922
"TPL_001",125,52.4629469358653
"TPL_001",126,52.6780929983058
"TPL_001",127,52.7860189356659
"TPL_001",128,52.9732576169474
"TPL_001",129,53.1381097040242
"TPL_001",130,53.553169358733
"TPL_001",131,53.8337969579242
"TPL_001",132,54.3780185022747
"TPL_001",133,54.6402065262822
"TPL_001",134,54.8065705003131
"TPL_001",135,54.9762478987134
"TPL_001",136,55.1504690971701
"TPL_001",137,55.4215189590178
"TPL_002",1,0
"TPL_002",2,0.183167598113835
"TPL_002",3,0.406689033117169
"TPL_002",4,0.506653867753424
"TPL_002",5,0.734034622403155
"TPL_002",6,0.849503301136549
"TPL_002",7,1.10886723331209
"TPL_002",8,1.30075611247101
