"Template_ID","Interval_Index","Left_Spike_Index","Right_Spike_Index","Start_u","End_u","ISI_u","Run_ID","State_Label","Event_Label","State_Envelope_ID","Event_ID","Pause_Subtype","Contextual_Separator_Label","Contextual_Separator_ID","Generator_Provenance","Renewal_Family","Regularity_Regime","Tonic_Subtype","Burst_Role","HFS_Role","Direct_HFS_Support","HFS_Interruption_Role","Composite_HFS_Regime_ID","Hard_Cut_Reason","Tonic_Intended_Stratum","Latent_Pulse_ID","Burst_Strength_Stratum","Frozen_Burst_Target_Spikes","Burst_Quota_ID","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Candidate_Origin","Phenotype_Evaluation_Eligibility","Ambiguity_Reason","Tonic_Phenotype","Tonic_Phenotype_Evidence_Score","Tonic_Eligibility_Reason"
"TPL_001",1,1,2,0,0.722928854188515,0.722928854188515,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",2,2,3,0.722928854188515,1.98747922474694,1.26455037055842,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",3,3,4,1.98747922474694,2.86501848904416,0.87753926429722,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",4,4,5,2.86501848904416,3.56797025795381,0.702951768909655,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",5,5,6,3.56797025795381,4.27518467965727,0.707214421703454,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",6,6,7,4.27518467965727,5.07889027445998,0.803705594802719,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",7,7,8,5.07889027445998,5.95175177806155,0.872861503601567,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",8,8,9,5.95175177806155,6.68008357329678,0.728331795235224,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",9,9,10,6.68008357329678,7.71041905562823,1.03033548233146,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",10,10,11,7.71041905562823,8.44918773914357,0.738768683515336,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",11,11,12,8.44918773914357,9.32441140242468,0.87522366328111,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",12,12,13,9.32441140242468,10.3442651044447,1.01985370201998,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",13,13,14,10.3442651044447,11.1483833035856,0.804118199140956,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
"TPL_001",14,14,15,11.1483833035856,11.8933117726839,0.74492846909825,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","none","none","eligible","none","none",,"none","none","no_burst_evidence",,"none","eligible","none","eligible",0.710593942501275,"pre_frozen_timestamp_evidence_contract_met"
