"Template_ID","Event_ID","Run_ID","State_Envelope_ID","Event_Label","Pause_Subtype","Event_Context","Latent_Pulse_ID","Latent_Start_u","Latent_End_u","Latent_Duration_u","Realized_Start_u","Realized_End_u","Realized_Duration_u","Realized_Left_Spike_Index","Realized_Right_Spike_Index","N_Realized_Spikes","N_Realized_ISIs","Rate_Multiplier","Pulse_Strength_Stratum","Frozen_Target_Spikes","Burst_Quota_ID","Is_Four_Spike_Boundary","Composite_HFS_Regime_ID","Boundary_Definition","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Evaluation_Eligibility"
"TPL_001","TPL_001_EVENT_001","TPL_001_RUN_002","none","Pause","canonical","canonical","none",,,,11.8933117726839,16.731096522745,4.83778475006111,15,16,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_001","TPL_001_EVENT_002","TPL_001_RUN_004","none","Burst","none","standalone_burst","TPL_001_PULSE_001",17.5290901892233,18.1322660146006,0.603175825377225,17.6424763036408,18.0571513647342,0.414675061093327,17,20,4,3,5.35743358568288,"weak",4,"BQ_001",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0001","no_burst_evidence",3.26831591021827,"eligible"
"TPL_001","TPL_001_EVENT_003","TPL_001_RUN_006","none","Burst","none","standalone_burst","TPL_001_PULSE_002",18.5904656544338,19.1103297313841,0.519864076950302,18.619507071622,19.0748320227762,0.455324951154239,21,25,5,4,6.0342286353698,"moderate",5,"BQ_002",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0002","no_burst_evidence",2.87531291158691,"eligible"
"TPL_001","TPL_001_EVENT_004","TPL_001_RUN_008","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,25.9081149121717,32.3424937257514,6.43437881357968,41,44,4,3,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_001","TPL_001_EVENT_005","TPL_001_RUN_009","none","Burst","none","standalone_burst","TPL_001_PULSE_003",32.3414327435927,32.8139420215378,0.472509277945107,32.3424937257514,32.8102865536165,0.467792827865154,44,49,6,5,10.2702716542408,"strong",6,"BQ_003",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0003","ambiguous_burst_like",3.53191099003382,"exclude_primary_include_sensitivity"
"TPL_001","TPL_001_EVENT_006","TPL_001_RUN_012","TPL_001_STATE_004","Burst","none","burst_in_hfs","TPL_001_PULSE_004",42.2092920712976,42.8010127079747,0.591720636677074,42.249477652562,42.7665042080916,0.517026555529654,87,95,9,8,4.55838606273755,"weak",9,"BQ_061",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0004","clear_burst_like",4.3526031282531,"eligible"
"TPL_001","TPL_001_EVENT_007","TPL_001_RUN_013","none","Pause","canonical","canonical","none",,,,45.6157773277303,49.0092463815165,3.39346905378625,108,109,2,1,,"none",,"none",FALSE,"TPL_001_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_001","TPL_001_EVENT_008","TPL_001_RUN_014","TPL_001_STATE_005","Burst","none","burst_in_hfs","TPL_001_PULSE_005",50.6787325683884,51.0065537040109,0.327821135622521,50.7372738245077,50.9479075112092,0.210633686701435,116,120,5,4,5.95542324427515,"moderate",5,"BQ_062",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0005","ambiguous_burst_like",3.55303365881386,"exclude_primary_include_sensitivity"
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",5.26106920484713,6.07243288698265,0.811363682135517,5.29445742582929,5.96551545889724,0.671058033067951,29,35,7,6,5.07070069818292,"weak",7,"BQ_004",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0006","no_burst_evidence",2.01314161853197,"eligible"
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",10.7346506139404,11.0009339637161,0.266283349775659,10.7410217365759,10.9459106462672,0.204888909691267,54,59,6,5,10.1030308818445,"strong",6,"BQ_064",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.19096445153771,"eligible"
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",18.363751279016,18.631736235803,0.267984956786961,18.4050742583374,18.5616636354884,0.156589377150944,88,91,4,3,5.41597835882567,"weak",4,"BQ_063",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0008","no_burst_evidence",2.31511129416181,"eligible"
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_008","none","Pause","canonical","canonical","none",,,,25.5492993628034,28.9540394112827,3.40474004847929,112,113,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_010","none","Pause","canonical","canonical","none",,,,29.8047026304599,33.1294997036528,3.3247970731929,116,117,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_011","none","Burst","none","standalone_burst","TPL_002_PULSE_004",33.0698909133056,33.9698909133056,0.899999999999999,33.1294997036528,33.9432923620078,0.813792658355069,117,124,8,7,5.92605488211848,"moderate",8,"BQ_005",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0009","no_burst_evidence",2.283345100255,"eligible"
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_013","none","Burst","none","standalone_burst","TPL_002_PULSE_005",34.5162333717982,35.293684300451,0.77745092865279,34.5681296938542,35.2758776137182,0.707747919863991,125,133,9,8,9.37897742167115,"strong",9,"BQ_006",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",5.17507829355268,"eligible"
"TPL_003","TPL_003_EVENT_001","TPL_003_RUN_001","TPL_003_STATE_001","Burst","none","burst_in_hfs","TPL_003_PULSE_001",3.52560998258185,3.73291441853463,0.207304435952777,3.56149356534955,3.72754494925588,0.166051383906334,16,19,4,3,6.69037245691288,"moderate",4,"BQ_065",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0011","no_burst_evidence",3.15992923789093,"eligible"
"TPL_003","TPL_003_EVENT_002","TPL_003_RUN_002","none","Pause","canonical","canonical","none",,,,6.13691478637606,10.9380444190986,4.80112963272259,27,28,2,1,,"none",,"none",FALSE,"TPL_003_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_003","TPL_003_EVENT_003","TPL_003_RUN_003","TPL_003_STATE_002","Burst","none","burst_in_hfs","TPL_003_PULSE_002",14.9519201571584,15.3540944073332,0.402174250174832,14.9789357402461,15.303255809875,0.324320069628843,41,47,7,6,8.31034069694579,"strong",7,"BQ_066",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0012","clear_burst_like",4.11516011674858,"eligible"
"TPL_003","TPL_003_EVENT_004","TPL_003_RUN_005","none","Pause","canonical","canonical","none",,,,30.8286323828563,33.8596064784505,3.03097409559414,75,76,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_003","TPL_003_EVENT_005","TPL_003_RUN_006","none","Burst","none","standalone_burst","TPL_003_PULSE_003",33.8122868106499,34.4926362146827,0.680349404032825,33.8596064784505,34.4226938060894,0.563087327638947,76,82,7,6,8.93043125327677,"strong",7,"BQ_009",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0013","clear_burst_like",5.21284348255244,"eligible"
"TPL_003","TPL_003_EVENT_006","TPL_003_RUN_008","none","Burst","none","standalone_burst","TPL_003_PULSE_004",35.0232298825164,35.8954168675046,0.872186984988176,35.0309840098438,35.7074947395661,0.67651072972231,83,87,5,4,4.54964339826256,"weak",5,"BQ_007",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0014","no_burst_evidence",-1.42726936804673,"eligible"
"TPL_003","TPL_003_EVENT_007","TPL_003_RUN_009","none","Burst","none","standalone_burst","TPL_003_PULSE_005",35.6731794634352,36.1233993214863,0.450219858051078,35.7074947395661,36.0713132367282,0.363818497162093,87,92,6,5,7.55508176062722,"moderate",6,"BQ_008",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0015","no_burst_evidence",1.97630704434326,"eligible"
"TPL_003","TPL_003_EVENT_008","TPL_003_RUN_012","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,44.359583575867,49.3540147198661,4.9944311439991,126,128,3,2,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_004","TPL_004_EVENT_001","TPL_004_RUN_002","none","Burst","none","standalone_burst","TPL_004_PULSE_001",6.61408289290306,7.00578654179534,0.391703648892281,6.62192629420036,6.98518688720264,0.363260593002274,32,35,4,3,9.63491188362241,"strong",4,"BQ_012",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0016","no_burst_evidence",0.17488428495942,"eligible"
"TPL_004","TPL_004_EVENT_002","TPL_004_RUN_003","TPL_004_STATE_002","Burst","none","burst_in_hfs","TPL_004_PULSE_002",8.44680206229036,8.93023793993525,0.483435877644888,8.46226527046276,8.86089694805256,0.398631677589805,44,52,9,8,4.47766681213398,"weak",9,"BQ_068",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0017","ambiguous_burst_like",3.87365734386862,"exclude_primary_include_sensitivity"
"TPL_004","TPL_004_EVENT_003","TPL_004_RUN_004","none","Pause","canonical","canonical","none",,,,12.1743442402968,15.283865708653,3.10952146835625,67,68,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_004","TPL_004_EVENT_004","TPL_004_RUN_005","TPL_004_STATE_003","Burst","none","burst_in_hfs","TPL_004_PULSE_003",19.2454094428185,19.7204142692524,0.475004826433874,19.2485018449803,19.6835422944893,0.435040449508989,82,89,8,7,7.2379536369117,"moderate",8,"BQ_067",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0018","clear_burst_like",4.89739108319681,"eligible"
"TPL_004","TPL_004_EVENT_005","TPL_004_RUN_007","none","Burst","none","standalone_burst","TPL_004_PULSE_004",24.7537959676776,25.6537959676776,0.900000000000002,24.8397156610165,25.6417785721609,0.802062911144311,104,111,8,7,4.99740748933982,"weak",8,"BQ_010",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0019","no_burst_evidence",2.92880740310223,"eligible"
"TPL_004","TPL_004_EVENT_006","TPL_004_RUN_009","none","Burst","none","standalone_burst","TPL_004_PULSE_005",26.1192971697489,27.0192971697489,0.899999999999999,26.1615497471542,26.9786898147968,0.817140067642594,112,120,9,8,7.64808229007758,"moderate",9,"BQ_011",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0020","clear_burst_like",6.63158687841123,"eligible"
"TPL_004","TPL_004_EVENT_007","TPL_004_RUN_013","none","Pause","canonical","canonical","none",,,,44.4831906735202,48.2227308084958,3.73954013497568,149,150,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_005","TPL_005_EVENT_001","TPL_005_RUN_001","TPL_005_STATE_001","Burst","none","burst_in_hfs","TPL_005_PULSE_001",2.56074127470387,2.82876254280832,0.26802126810445,2.57624488145115,2.81928904943961,0.243044167988466,11,15,5,4,6.80765769456048,"moderate",5,"BQ_070",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0021","no_burst_evidence",3.19969228431721,"eligible"
"TPL_005","TPL_005_EVENT_002","TPL_005_RUN_002","none","Pause","canonical","canonical","none",,,,8.27039491984443,13.012704919031,4.74230999918655,35,36,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_005","TPL_005_EVENT_003","TPL_005_RUN_005","TPL_005_STATE_003","Burst","none","burst_in_hfs","TPL_005_PULSE_002",22.6467665373471,22.823869642169,0.177103104821878,22.6680110448079,22.7954070323993,0.127395987591395,62,65,4,3,8.31049995683134,"strong",4,"BQ_069",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0022","no_burst_evidence",2.32860377228356,"eligible"
"TPL_005","TPL_005_EVENT_004","TPL_005_RUN_007","none","Pause","canonical","canonical","none",,,,39.6014610352917,44.1995469529638,4.59808591767214,103,104,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_005","TPL_005_EVENT_005","TPL_005_RUN_008","none","Burst","none","standalone_burst","TPL_005_PULSE_003",44.177743987679,44.9008734140547,0.723129426375714,44.1995469529638,44.8920035915922,0.692456638628329,104,108,5,4,5.18102117907256,"weak",5,"BQ_013",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0023","no_burst_evidence",2.58870860110313,"eligible"
"TPL_005","TPL_005_EVENT_006","TPL_005_RUN_011","none","Burst","none","standalone_burst","TPL_005_PULSE_004",50.4484450008609,51.3484450008609,0.899999999999999,50.4665535425115,51.2886562711455,0.822102728634071,131,136,6,5,6.3355306298472,"moderate",6,"BQ_014",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0024","no_burst_evidence",0.0538426451389691,"eligible"
