"Template_ID","State_Envelope_ID","Tonic_Subtype","Tonic_Intended_Stratum","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","N_ISIs","Duration_u","Median_ISI_u","Local_Left_Median_ISI_u","Local_Right_Median_ISI_u","Left_Log_Rate_Contrast","Right_Log_Rate_Contrast","CV","CV2","LV","Stability_Subscore","Duration_Subscore","Local_Separation_Subscore","Subtype_Band_Subscore","Detector_Output_Used"
"TPL_001","TPL_001_STATE_001","generic_stress","eligible",0.710593942501275,"eligible","pre_frozen_timestamp_evidence_contract_met",14,11.8933117726839,0.803911896971838,,0.521483615524926,,0.432811826323604,0.189176629587034,0.217835991177462,0.0503352156711561,0.736351387571992,0.8,0.472352072620382,0.80791486474201,FALSE
"TPL_001","TPL_001_STATE_002","stn_like_empirical","eligible",0.94615937215323,"eligible","pre_frozen_timestamp_evidence_contract_met",16,6.83328288939545,0.42951967880974,0.111671126941369,2.06692423857749,1.34710937320741,1.57114934784375,0.0954584296329728,0.12469889569981,0.0159962800855511,0.866349158282451,1,1,0.998098544201247,FALSE
"TPL_002","TPL_002_STATE_004","stn_like_empirical","eligible",0.696978098263856,"eligible","pre_frozen_timestamp_evidence_contract_met",11,4.61131288598659,0.403940373806826,0.309865105084619,0.327225269086916,0.265130219593817,0.210618447474283,0.0762765171536837,0.0654090991048621,0.00594742970873216,0.915823176551613,0.5,0.259605740033524,0.893638398182531,FALSE
"TPL_002","TPL_002_STATE_005","generic_stress","eligible",0.872906875828642,"eligible","pre_frozen_timestamp_evidence_contract_met",17,15.2618588493149,0.923846551791742,0.197133776289228,,1.54466342262714,,0.194628482509664,0.249501574782949,0.0669345141293446,0.704512696826527,1,1,0.955508985490158,FALSE
"TPL_003","TPL_003_STATE_003","generic_stress","eligible",0.807475061431629,"eligible","pre_frozen_timestamp_evidence_contract_met",13,11.1513690960104,0.825625811566197,0.276435738550197,0.112692869246385,1.09416327460381,1.9914755111971,0.233131653610148,0.177465773440724,0.0346156861135627,0.742058750804152,0.7,1,0.85325780554984,FALSE
"TPL_003","TPL_003_STATE_005","stn_like_empirical","eligible",0.778821901769313,"eligible","pre_frozen_timestamp_evidence_contract_met",12,4.28864554298689,0.366163498500144,0.183367603415155,2.49721557199955,0.69158705105782,1.9198516680856,0.125737203859942,0.126853651960354,0.0184626414746475,0.845066448450853,0.6,0.87738406981552,0.72659254212934,FALSE
"TPL_004","TPL_004_STATE_004","generic_stress","eligible",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.8757041596849,0.933636726338269,0.11559137571317,0.362658079587244,2.08902606970934,0.945626957748453,0.23309366796594,0.305929367589832,0.0870756368655039,0.637343783397175,0.6,1,0.93757487627078,FALSE
"TPL_004","TPL_004_STATE_005","stn_like_empirical","eligible",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met",16,6.35004545321631,0.382561501379238,0.821623750175429,3.73954013497569,0.764393137159599,2.27982849602473,0.138677652876745,0.147000796861458,0.0280061695701166,0.819822602826262,1,0.917112773582317,0.80112549772476,FALSE
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met",17,7.1065117490129,0.402269498127178,0.276572322948171,0.301034758306814,0.374649904780783,0.289896523172575,0.161587073355723,0.171315777771708,0.0326301415618384,0.790043720148347,1,0.362628587650403,0.88658648569079,FALSE
"TPL_005","TPL_005_STATE_004","generic_stress","eligible",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met",15,13.3777790244491,0.864605417598805,0.134968164856418,0.250848282702183,1.85723430348037,1.23742493323981,0.18906614459253,0.200435058938591,0.0450949611007751,0.749223573221148,0.9,1,0.931741348539259,FALSE
"TPL_006","TPL_006_STATE_001","generic_stress","eligible",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.1609027138614,0.876519235194852,,1.22318268630473,,0.33325285050801,0.211168662277351,0.172973016234811,0.0403415635996816,0.753432241966067,0.6,0.363697720511026,0.955024305035607,FALSE
"TPL_006","TPL_006_STATE_005","stn_like_empirical","eligible",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met",11,6.05968201192395,0.530885592773671,0.103512408459225,4.96714757345617,1.63485504784352,2.23605448359058,0.148972977642964,0.199231022972147,0.0400236977975531,0.777896407958977,0.5,1,0.641432264875723,FALSE
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met",12,4.53572489287477,0.368011679082756,,0.544700199814867,,0.392120876921014,0.102547205999503,0.123530747207673,0.015649445786138,0.862908894986173,0.6,0.427943733665167,0.735158104666642,FALSE
"TPL_007","TPL_007_STATE_005","generic_stress","eligible",0.857796332727405,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.6632437055894,0.837449063933433,0.23944422752461,4.8196427419316,1.25203992339419,1.75009464170073,0.17422562240998,0.200913549802709,0.0480726716339451,0.755766737652992,0.9,1,0.87744818833104,FALSE
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible",0.727608355475147,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.63749460111961,0.435702398923921,,0.303356209769898,,0.362051714192872,0.14539828322387,0.198678739326296,0.0368948791880199,0.782663755222051,0.7,0.395127552422517,0.977586714509117,FALSE
"TPL_008","TPL_008_STATE_003","generic_stress","eligible",0.798081412922847,"eligible","pre_frozen_timestamp_evidence_contract_met",14,12.6399494944691,0.953981560038109,0.105413948942638,1.73738932660723,2.20274937190097,0.599494536332549,0.171361713721002,0.237673950526818,0.0581478265208073,0.731187874643938,0.8,0.827131179809251,0.900900135517106,FALSE
