"Template_ID","Run_ID","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","N_ISIs","Duration_u"
"TPL_001","TPL_001_RUN_001","tonic","tonic_generic_stress",971834811,"point_process=971834811","52b3c11710559c53460bab2531bcb6e6008d21d8cd90b6fead2bf4d9260dc34e",12,12.8257610398382
"TPL_001","TPL_001_RUN_002","pause","canonical_after_tonic",1841288327,"point_process=1841288327","647f8d81690a65d6e0532412b8629cdd178a3c79d4767412e8d82295586ceca6",1,3.1412916761823
"TPL_001","TPL_001_RUN_003","background","after_tonic_canonical_pause_macro",297472611,"point_process=297472611","855caa39e508fcb3f1484f893d2ea4dc831e1712cf4ed8d15f87a4164be8dbc9",1,0.554777946762909
"TPL_001","TPL_001_RUN_004","tonic","tonic_stn_like_empirical",773128855,"point_process=773128855","78f58d1c40002b35ef19155551d5afa07615c8d83614799079b9c1480ab93a38",15,6.89705857992156
"TPL_001","TPL_001_RUN_005","pause","complex_multi_gap_after_tonic",1851058062,"point_process=1851058062","fb9c22442f00f06d9b1e7f63722eff0786352231788377c9570fdb6bc8378ad7",2,5.25465706177056
"TPL_001","TPL_001_RUN_006","burst","BQ_001",1540251816,"hfs=1419388088;nested_burst=1655082649;point_process=1540251816","9692fb230909f52ade869c9df69982627562d62902a88e4eb6498817ab20d1da",8,3.37363275304122
"TPL_001","TPL_001_RUN_007","contextual_separator","separator_1",460194801,"point_process=460194801","ae41db7cae06e5f917bfed747329ca46ec17a5ee4c806ec30a8502d72eae8fbc",1,0.623296550379503
"TPL_001","TPL_001_RUN_008","burst","BQ_002",478922285,"hfs=1497785234;nested_burst=104640256;point_process=478922285","64bff8345210f331438dddfba1f08566b340a2292ed29570087c59e836b0a8a7",11,3.92964374261589
"TPL_001","TPL_001_RUN_009","burst","BQ_003",1001180669,"hfs=706866497;nested_burst=633658229;point_process=1001180669","1dfbae76787f9776cea547b35088868c13c497d7a81ee44274576199598034d4",12,5.47609475591431
"TPL_001","TPL_001_RUN_010","hfs","plain_hfs_irregular",144721407,"point_process=144721407","3dda55f02e7c088d4310ef6b10bbfb83291b7b17869fec57ee772e90efe9aca8",22,7.62141899504136
"TPL_001","TPL_001_RUN_011","background","after_direct_burst_hfs_macro",373373576,"point_process=373373576","99cf47170a9412e5a0438de96f5000389473155604fd9f88879655fe9e4d1e8b",1,0.945418482102832
"TPL_001","TPL_001_RUN_012","borderline_gap","borderline_gap_1",1346211654,"point_process=1346211654","82e2f8a2a577c3f6942892b14b38c3529163fd67b4106c3df693bc7fb1d2e53f",1,1.2416744407895
"TPL_001","TPL_001_RUN_013","hfs_with_nested_burst","BQ_061",1970350167,"hfs=1897142262;nested_burst=652414163;hfs_total=1722008556;point_process=1970350167","b71c82360ae963d402e8c9d0e888ba4a1cc1286ac27cf31dd89f1fa3f42e193d",29,7.20673900656092
"TPL_001","TPL_001_RUN_014","pause","canonical_composite_hfs_connector",1616116517,"point_process=1616116517","f0dc6fbdd51932daee490578ba857eb6b54458f2d55f0259057640e4c214492b",1,3.53683622903191
"TPL_001","TPL_001_RUN_015","hfs_with_nested_burst","BQ_062",742056740,"hfs=1925907122;nested_burst=1530127862;hfs_total=1342711254;point_process=742056740","3c6bb7b5dbe1b642c014fabc85ca0cb2eaa1f50b89bc4e3792d3304df1cd3c72",34,11.1650057668544
"TPL_002","TPL_002_RUN_001","hfs","plain_hfs_regular",725514644,"point_process=725514644","0d767687812ab6c7088db4a9cc5aeef9ad15cee58acb2bc2c011129d59b06241",31,10.4036592234531
"TPL_002","TPL_002_RUN_002","burst","BQ_004",1977022486,"hfs=1050072087;nested_burst=1265971529;point_process=1977022486","0c33c0a2c2cbd01da205b0a706fbfa496c5d87d8980ad1f7cc2632ed2c8dbcb4",17,6.85252130432306
"TPL_002","TPL_002_RUN_003","background","after_direct_burst_hfs_macro",1820948311,"point_process=1820948311","5c2c6f67b9720555d7f539b8c5a2d4755b49b4d83e9a73f6df57f5a5e00d5027",1,0.7176476259493
"TPL_002","TPL_002_RUN_004","hfs_with_nested_burst","BQ_064",714272307,"hfs=1826243712;nested_burst=309052133;hfs_total=1391965712;point_process=714272307","bb96aa5321356344912445d601df49192b5290d7400ab310059855c89de6fe20",33,7.14567224227975
"TPL_002","TPL_002_RUN_005","background","after_hfs_overlay_hfs_2",120412952,"point_process=120412952","dae258e8ed5fc942ada033e4991ab375b2f233dda93811215d362babb87d13d4",2,1.85549347803283
"TPL_002","TPL_002_RUN_006","hfs_with_nested_burst","BQ_063",621256141,"hfs=1905090391;nested_burst=1457088572;hfs_total=1445736790;point_process=621256141","adff6e9460062398d11b25573b5a18955a3b4c397fe94de97eaf66050c23e113",33,13.4194342546121
"TPL_002","TPL_002_RUN_007","background","after_hfs_overlay_hfs_1",141757505,"point_process=141757505","0a4e6f3c23d58d6ed08249794270b6160191306192a0751b8be899e6387d25c4",1,1.03217323923645
"TPL_002","TPL_002_RUN_008","tonic","tonic_generic_stress",859861166,"point_process=859861166","b123041b177ada186a44a556dc385c967539b1d3d667d49ed50838ce152dae9b",13,5.8864804333155
"TPL_002","TPL_002_RUN_009","borderline_gap","borderline_gap_1",1271330277,"point_process=1271330277","15f7a5ff8d62840b954c3674146dcdf37091d3e06522a3c14be05e472e14c1da",1,1.31592304013437
"TPL_002","TPL_002_RUN_010","burst","BQ_005",1428072886,"hfs=1370790560;nested_burst=664068535;point_process=1428072886","8af12f9e7b7d86845adc8d0a3e46fd005e96b07072512d7fe66fb58fc6885501",12,3.35148996240437
"TPL_002","TPL_002_RUN_011","contextual_separator","separator_1",920149652,"point_process=920149652","26c83f95270de6cc0f5173efe0a88ad1f17c2181cb94d70d4ce780f50a361f8d",1,0.624837331846356
"TPL_002","TPL_002_RUN_012","burst","BQ_006",2091255289,"hfs=609665860;nested_burst=1992768886;point_process=2091255289","32ab981b4518a1f215d6b70d8deecfedcc8c3ada4ef2684565928fce197ceb15",11,3.11516960742548
"TPL_002","TPL_002_RUN_013","background","after_contextual_macro",962115692,"point_process=962115692","9e01678e4369284a7e74f937932d65d1c7a3a40045bf94f245625a58963e43f5",1,0.330040840854087
"TPL_002","TPL_002_RUN_014","pause","canonical_standalone",407850919,"point_process=407850919","9a6228354b8c3822ffe3960c6c962d57687cad68a056b61b20c549091b81cd2d",1,4.22189646782354
"TPL_002","TPL_002_RUN_015","background","after_canonical_pause_only",640406263,"point_process=640406263","0127c4840838df1d41a49695759dfc638157eec72dde388ba79d5edbe2f98de3",2,1.44334477759793
"TPL_002","TPL_002_RUN_016","tonic","tonic_stn_like_empirical",113501397,"point_process=113501397","e4dca2cd9bbcc131af78b85e3bd9ac57b0e0573b753e4c32c446ca86f9049bb1",12,5.259786123631
"TPL_002","TPL_002_RUN_017","pause","canonical_after_tonic",1314691074,"point_process=1314691074","62a9fed150766096c055191c53423f0d9823526c1634cfbb468d6ef17744a237",1,3.15754862134345
"TPL_003","TPL_003_RUN_001","hfs_with_nested_burst","BQ_065",1536902375,"hfs=801422931;nested_burst=1595552752;hfs_total=1410748138;point_process=1536902375","a03daf12e02153ee5067a394a0bb8eb1dbf29440cc75d06fbe548b4627c15a1a",29,6.94657580329266
"TPL_003","TPL_003_RUN_002","pause","canonical_composite_hfs_connector",552212353,"point_process=552212353","19c9705bff05a174bab3a572f366b619bba13a0b25cc0ca1210794211a6df7c3",1,4.16155990916304
"TPL_003","TPL_003_RUN_003","hfs_with_nested_burst","BQ_066",787752475,"hfs=1033193807;nested_burst=1383983802;hfs_total=974587343;point_process=787752475","2c7ac6eb1c331c0b2ff3c148437cfc6cfc4d1685ad3e5a3b89d4f6b9df0f469e",28,10.9810891757856
"TPL_003","TPL_003_RUN_004","background","after_composite_hfs_pause_hfs_macro",169426260,"point_process=169426260","ca543bbbcff791ae2aca4540e334929f4aafe842786a97c560b4c0d96574d41c",2,1.27061941487073
"TPL_003","TPL_003_RUN_005","burst","BQ_009",412821064,"hfs=443537057;nested_burst=56954369;point_process=412821064","3d4415e24d3253fc24e946de28d45413846fe64db057f11bcf76eaca0c588088",14,3.38042952946993
"TPL_003","TPL_003_RUN_006","contextual_separator","separator_1",259151870,"point_process=259151870","e658401b56ed0a6694df9d9c86be2d7c9ab6e3cbdf79c04154851de7a006165b",1,0.614975001655649
"TPL_003","TPL_003_RUN_007","burst","BQ_007",288073460,"hfs=1261178474;nested_burst=1870626324;point_process=288073460","27b73a73e647c62644367bd062133503cb41b8be836280be2324ad76067487d2",11,3.65171436575748
"TPL_003","TPL_003_RUN_008","tonic","tonic_generic_stress",979411608,"point_process=979411608","0601a5fcdaa922abb36cde22bacf51491d486e3450d67d0c23e367ca106c48a4",13,5.54382338617514
"TPL_003","TPL_003_RUN_009","pause","canonical_after_tonic",1752437814,"point_process=1752437814","9a3529e17b2fe40c7e1062518922bdfa324c7ee8dfe2247b9e5ea2c3b4595e39",1,2.86518341326155
"TPL_003","TPL_003_RUN_010","background","after_tonic_canonical_pause_macro",334518915,"point_process=334518915","cf57e4dea4c049025a3b8adf3784d6040c6f77df956cbe3375a68fa63b6dd542",2,0.95474009116932
"TPL_003","TPL_003_RUN_011","burst","BQ_008",1556464536,"hfs=950402072;nested_burst=1574814947;point_process=1556464536","83a256fd0be2c78cac3cceb39f3c0715da58246ebb2a4f3636b6f43dd73c68a3",16,6.04029426183706
"TPL_003","TPL_003_RUN_012","hfs","plain_hfs_intermediate",476034482,"point_process=476034482","f3ae770a60630393d6f514000539bc0119725379dea50da7382179cfc344ff94",25,5.30764694654383
"TPL_003","TPL_003_RUN_013","background","after_direct_burst_hfs_macro",886619078,"point_process=886619078","d4ffd7e6bdcdf50310ae32a2ea55e974ebdc024d49df4fb40405bb62f1765375",3,1.6964941319341
"TPL_003","TPL_003_RUN_014","tonic","tonic_stn_like_empirical",850890452,"point_process=850890452","69193ef49eb0b30b2ff54c185b9dc0e1ff61a9e6d962743b772f6b45afa95186",13,8.42302339116217
"TPL_003","TPL_003_RUN_015","pause","complex_multi_gap_after_tonic",698388062,"point_process=698388062","54f4e0749e6342013268b438ff24ddbad50c2a8ea70e1e6d2a4a5ac2ced04975",2,5.40949921905994
